tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,class
-0.62402,-2823.2393,8.770000000000001e-21,1197.9878,-2463.7433,-46701.5409,-17420.408,0.33166,-0.55552,-187018.7694,-11536.8532,0.78753,-3950.2659,-121105.8634,-75274.4478,-0.799,-2.6500000000000003e-21,-184377.9392,4.0793,0.19723,321.7389,-1.65e-20,0.31,0.81471,1284.596,0.63381,6.07e-20,0.79119,0.27406,0.56654,-3386.379,-0.83466,-0.90562,1861217.723,1.299,-3.1471,-0.71533,1.6965,-0.17745,0.1404,-1.6126,0.13814,-2.0708,-1.5095,0.21436,0.0
-0.58181,-3023.1737,3.07e-20,1578.5168,-2530.5635,-45742.377,-18205.3964,0.34583,-0.52464,-182152.9647,-12290.4994,0.91987,-4429.5057,-118828.6378,-75053.588,-0.89436,1.6700000000000002e-21,-181016.2945,6.2472,0.17898,296.3973,-2.39e-20,0.39494,0.87972,1568.6142,0.60399,1.15e-19,0.82568,0.3164,0.53339,-3736.3685,-0.92098,-0.6523,2098271.14,1.3167,-3.2043,-0.54572,1.2751,-0.089663,0.18447,-2.2301,0.14861,-1.842,-1.9445,0.17049,0.0
-0.60531,-3186.1692,-6.33e-20,1592.329,-2657.687,-39505.3139,-17881.4615,0.3568,-0.69952,-179521.7599,-11995.1828,1.0082,-4453.5274,-112314.4181,-67326.112,-0.95834,-4.39e-21,-184321.4117,3.3063,0.16141,229.9576,-1.43e-20,0.40315,0.96323,1730.1228,0.61575,-6.0700000000000005e-21,0.85261,0.36861,0.69017,-3876.8511,-0.92924,-0.91574,1586052.676,1.4012,-3.4108,-0.59796,1.4453,0.14112,0.14905,-2.2447,0.1309,-1.3901,-2.2248,0.17221,0.0
-1.0382,-2456.7623,1.85e-19,980.8709,-1914.7152,-57161.6577,-2612.5252,0.37342,-0.43012,-147541.7044,-8586.0543,0.65983,-3138.4771,-131348.4313,-82806.8779,-0.51839,-6.0600000000000006e-21,-170466.1295,2.6533,0.11624,687.1314,4.4e-21,0.23518,0.5306,721.1612,1.0377,2.12e-20,0.90954,0.16421,0.40817,-2793.5322,-0.65377,-0.29072,1793472.338,1.2789,-0.82584,-0.40112,1.3383,-1.0232,0.18744,-0.039816,0.17226,-1.7573,0.12727,0.27003,1.0
-0.95433,-2755.5728,-1.26e-19,1350.3527,-2183.8591,-52295.5132,-3549.3038,0.44865,-0.43535,-178623.1728,-8562.5389,0.82157,-3427.1431,-128414.9275,-79001.8886,-0.57701,-2.14e-21,-205624.3129,4.2474,0.16459,729.5626,-4.58e-21,0.32315,0.61393,1056.3072,0.95073,1.21e-19,1.0597,0.21777,0.40971,-3260.3693,-0.79014,-0.33813,1320184.068,1.3374,-2.1859,-0.25881,1.5843,-0.73477,0.22661,1.7426,0.19126,-1.693,-0.46937,0.21734,1.0
-0.90244,-2559.2555,-4.29e-20,855.4966,-2064.2369,-45989.786,-4793.5088,0.30269,-0.61948,-163317.758,-8938.437,0.58684,-3651.8275,-117904.8716,-72711.9309,-0.72503,1.32e-20,-180281.1589,3.5699,0.081235,787.7728,-3.3500000000000002e-21,0.21225,0.68629,1141.9652,0.943,1.58e-19,0.83812,0.22836,0.61644,-3164.0481,-0.56668,-0.33515,1035108.322,1.3241,-2.4241,-0.73489,1.3653,-0.99798,0.18752,1.3734,0.16336,-1.5148,0.0074036,0.29227,1.0
-0.67075,-945.7461,2.37e-20,167.3807,-1259.5853,-89792.4896,-7876.0921,0.12123,-0.12821,-186059.6744,-6122.9252,0.1781,-1309.4658,-175355.0433,-137419.3939,-0.18112,7.34e-22,-228600.2867,11.2957,0.055314,380.8207,7.49e-21,0.06698,0.1786,150.1955,0.69357,-3.64e-18,0.32448,0.056573,0.12877,-797.4972,-0.18715,-0.087868,1987006.727,1.1774,2.6063,-0.59621,-1.0286,-1.0676,0.24356,0.44205,0.18111,-1.9221,-0.64463,0.2817,0.0
-0.52485,-962.9,6.85e-21,206.5769,-1226.286,-99908.6599,-7898.1995,0.13284,-0.05926,-213159.2698,-6178.1145,0.26813,-1335.2972,-187185.0744,-147787.0374,-0.15101,8.61e-20,-223032.2479,3.5972,0.10886,323.7407,4.290000000000001e-21,0.081937,0.15317,107.9887,0.51463,3.11e-18,0.42449,0.046378,0.057832,-857.087,-0.29643,-0.28412,1692163.272,1.1895,1.8815,0.20595,-1.0594,-0.80995,0.20037,0.85324,0.21551,-1.3485,-0.79282,0.18234,0.0
-0.38028,-800.2409,-1.39e-19,73.3777,-904.0402,-110609.6157,-7556.0857,0.096969,-0.085198,-177323.1812,-5660.6696,0.14916,-1334.9284,-166705.2511,-145675.3734,-0.11858,1.88e-20,-217678.2888,3.0558,0.078186,144.886,-3.24e-20,0.041631,0.071083,25.2872,0.43752,-2.72e-18,0.27373,0.019742,0.064406,-793.3446,-0.13648,-0.18845,2017905.427,1.1882,1.9594,-0.24204,-0.70521,-0.57223,0.23745,1.377,0.23265,-1.4279,-0.80916,0.21629,0.0
-0.78497,-2691.5024,-9.35e-20,479.2516,-2302.485,-46925.5814,-3031.3302,0.19311,-0.42551,-172862.751,-6114.0949,0.38239,-2742.3736,-145824.4734,-79510.3896,-0.51943,1.22e-22,-185159.2943,16.1682,0.075137,234.4746,3.52e-22,0.13766,0.50478,1203.1408,0.78497,5.46e-20,0.50232,0.22906,0.4439,-2774.3806,-0.38239,0.74578,1105401.884,1.1821,-1.3083,0.85385,0.93801,0.93773,0.33673,0.38418,0.16749,-2.7503,0.11156,0.3911,1.0
-0.81789,-2772.8866,6.06e-20,455.2388,-2376.9919,-66478.0786,-3594.0097,0.23945,-0.23089,-196619.4727,-5090.7092,0.37773,-3229.5627,-161346.5587,-99351.2996,-0.31198,8.56e-22,-219070.4666,13.7399,0.13136,429.8054,9.690000000000001e-21,0.13446,0.32635,459.3879,0.81789,1.18e-19,0.61711,0.11674,0.25291,-2882.61,-0.37773,1.3862,1806414.897,1.1444,-1.7565,1.2502,0.060925,1.1162,0.39589,0.78531,0.18967,-3.4064,-0.051969,0.3865,1.0
-0.85077,-2786.145,-4.93e-20,392.098,-2178.4451,-57440.1334,-3502.5144,0.2206,-0.3458,-199586.9358,-5596.635,0.36613,-2841.9483,-142837.2886,-85440.8825,-0.4356,-1.35e-21,-223445.9578,3.9096,0.099471,404.3344,-2.82e-21,0.12024,0.40554,689.9894,0.85077,-1.27e-19,0.57439,0.15563,0.33569,-2809.9576,-0.36613,0.81269,1694411.41,1.1869,-1.9953,0.62827,0.13844,1.2303,0.31183,1.1843,0.1687,-2.9096,0.2427,0.34378,1.0
-0.41022,-3760.202,-5.66e-21,155.202,-3297.8005,-81553.7283,-8172.7652,0.097942,-0.14309,-257010.1951,-8630.9865,0.25145,-4052.2827,-176430.8163,-116756.3545,-0.17964,-1.2200000000000001e-21,-323273.3047,80.3844,0.096635,186.4078,-5.110000000000001e-21,0.066395,0.17606,140.097,0.39496,-1.49e-19,0.3059,0.054869,0.14212,-3807.1016,-0.25629,0.62769,1522388.105,1.3259,-4.0067,-0.53647,0.49639,0.0027609,0.3677,3.0253,0.16717,-1.8629,0.53725,0.32168,1.0
-0.29132,-3851.8392,-4.02e-21,167.6624,-3411.0905,-87528.1175,-8761.076,0.096679,-0.10369,-253355.0727,-9631.1258,0.242,-4139.3847,-175496.9617,-121704.5495,-0.1387,-5.5700000000000004e-21,-316597.1283,5.6344,0.11275,200.3611,1.72e-21,0.069087,0.14571,100.7133,0.29766,1.36e-20,0.31899,0.044588,0.10647,-3870.2052,-0.23476,0.72085,1954709.769,1.3229,-3.9746,-0.55823,0.22158,-0.0349,0.3985,2.7051,0.16011,-2.0648,0.5186,0.34456,1.0
-0.31012,-3752.57,-2.4700000000000002e-21,148.7938,-3209.8018,-73280.5277,-7818.6148,0.081816,-0.16622,-240680.9872,-9615.0221,0.23038,-3988.7118,-163158.3451,-106011.717,-0.19665,-7.02e-21,-293018.4499,46.3705,0.054361,227.0356,2.5500000000000004e-21,0.065041,0.19717,196.4546,0.32209,-7.73e-20,0.27896,0.067592,0.16171,-3590.4844,-0.22804,-0.028188,1757821.01,1.2448,-3.6396,-0.62144,0.4976,0.23648,0.40221,2.8806,0.15941,-1.8998,0.8557,0.28431,1.0
-0.84721,-1266.7272,1.7e-21,278.7647,-985.7092,-58344.3724,-1134.286,0.12981,-0.1669,-158938.499,-3443.5388,0.51593,-1329.095,-142269.1222,-93949.7012,-0.40067,4.47e-21,-181119.599,3.3151,0.030373,259.9665,4.57e-21,0.12455,0.35911,228.0302,0.84285,2.78e-19,0.53173,0.095136,0.1827,-1534.991,-0.49747,-0.56176,2172433.889,1.3687,-1.1905,-1.906,1.371,1.746,0.22036,-0.055611,0.17311,-0.44472,0.043275,0.2352,1.0
-0.91554,-1924.3874,-5.850000000000001e-21,306.55,-1533.3073,-86114.9435,-825.8922,0.135,-0.21536,-221115.9181,-4734.1161,0.35061,-2091.1221,-202855.1438,-139855.0048,-0.2273,1.33e-20,-253141.304,11.7712,0.020869,607.436,-1.83e-20,0.10058,0.26898,234.8981,0.89906,1.94e-19,0.54681,0.074606,0.20021,-2271.5629,-0.33951,-0.37203,1930904.623,1.3329,-1.3739,-1.7782,0.75013,1.0212,0.32778,-0.91163,0.15797,-0.87784,0.47165,0.23488,1.0
-0.67837,-1920.1075,3.54e-20,324.5571,-1573.479,-85395.5676,-1471.8845,0.13323,-0.13189,-214591.803,-5977.428,0.43988,-2408.7246,-205003.6915,-134911.3988,-0.25934,5.6900000000000005e-21,-240425.72,4.3488,0.029078,572.9836,-1.76e-21,0.10566,0.25665,250.9766,0.69661,9.52e-19,0.45596,0.078802,0.11339,-2496.1039,-0.42311,-0.33717,2051249.416,1.3365,-1.3208,-1.3756,0.49596,1.1453,0.18158,-1.6132,0.14347,-0.73806,0.64689,0.17022,1.0
-0.11751,-3820.3783,-2.69e-20,8.3359,-3471.8339,-123900.3939,-11381.1649,0.015668,-0.075893,-236266.2622,-9009.407,0.075959,-4264.0614,-172812.9065,-137202.3994,-0.063561,-3.6300000000000003e-22,-314931.9838,11.1724,0.059202,5.1267,-1.0900000000000001e-21,0.012116,0.062318,5.3042,0.1061,2.12e-20,0.10051,0.0084734,0.08835,-3784.6143,-0.093383,0.43689,1216091.036,1.2263,-3.9676,0.38741,-0.62702,0.63477,0.44306,1.8746,0.10702,-1.4502,3.1962,0.38948,1.0
-0.092054,-4134.0641,-6.0100000000000005e-21,8.8315,-3756.8815,-128212.0143,-12369.7671,0.017305,-0.071229,-255462.7266,-8756.4082,0.065506,-4330.1794,-187253.7173,-147099.288,-0.062765,2.0300000000000002e-21,-320472.0366,6.3892,0.11133,5.4454,1.35e-21,0.012491,0.053466,5.1309,0.087548,-5.69e-22,0.092991,0.0084516,0.065119,-3931.8674,-0.069261,0.18097,1481916.8,1.2437,-3.2728,0.87645,-0.7267,0.30622,0.40925,1.5639,0.11201,-1.5687,2.119,0.47454,1.0
-0.1314,-4064.4484,-1.13e-20,8.458,-3683.2064,-135706.1691,-12103.5646,0.017957,-0.16413,-253120.6077,-9700.2691,0.11004,-4220.3057,-189927.2438,-153675.1971,-0.13956,9.050000000000001e-21,-322003.8579,100.4309,0.086506,5.115,4.4e-22,0.012374,0.11639,4.7047,0.11869,-2.65e-20,0.15402,0.0083929,0.16849,-3879.6225,-0.10676,0.57914,1688315.247,1.2045,-3.6481,1.1911,-0.5247,-0.40909,0.45622,1.568,0.11508,-1.1075,2.2833,0.45899,1.0
-0.15609,-4230.8212,-3.11e-21,56.2103,-3858.0393,-104287.5656,-10663.9738,0.051636,-0.064305,-267815.1883,-9954.7633,0.10101,-4570.4433,-193258.8867,-136019.1728,-0.079873,-4.4e-22,-321275.6572,24.0395,0.17689,35.7312,-3.1200000000000004e-21,0.034653,0.090524,29.9272,0.16519,6.820000000000001e-21,0.14263,0.021659,0.067469,-4419.7449,-0.09792,-0.7285,1395791.965,1.2471,-2.2208,-0.5836,-0.27023,-0.25265,0.3482,1.0811,0.18883,-0.29434,-2.8753,0.28023,0.0
-0.13812,-4083.2126,-5.47e-21,42.3747,-3639.8718,-110555.0885,-10398.1315,0.045275,-0.051759,-269178.4403,-9951.5627,0.081816,-4222.7622,-200101.5034,-143633.3917,-0.057316,1.5100000000000002e-21,-322377.1408,23.5983,0.15491,38.4177,5.7500000000000005e-21,0.029185,0.059843,18.0541,0.14424,-2.88e-20,0.12554,0.016159,0.04437,-4098.564,-0.07987,-1.4677,1522144.63,1.2806,-2.5654,-0.79925,-0.23039,-0.70981,0.27243,0.8608,0.14646,-0.64671,-2.2754,0.29352,0.0
-0.20966,-3911.2099,1.27e-20,39.6728,-3481.6986,-101827.7473,-11078.2481,0.043193,-0.07698,-254423.802,-9414.7164,0.094575,-3432.8944,-185114.3809,-130811.821,-0.093187,2.2800000000000002e-21,-302619.5713,38.0654,0.13182,42.07,-1.21e-21,0.028349,0.085354,25.3466,0.18331,-6.29e-20,0.17772,0.019731,0.07517,-3148.2995,-0.11771,-0.1861,1451675.225,1.2592,-1.6342,-0.44564,-0.17423,-0.45461,0.5224,1.2428,0.20237,-1.2986,-2.3646,0.28034,0.0
-0.22952,-3819.8021,-5.66e-21,26.2496,-3009.9665,-107109.2683,-4887.5584,0.043599,-0.074277,-268253.2612,-9686.5629,0.092178,-5493.7486,-187582.4572,-135873.6513,-0.064244,8.690000000000001e-21,-328182.6816,4.6537,0.028457,78.3529,1.94e-21,0.022247,0.073249,12.8706,0.22952,9.1e-21,0.13757,0.013491,0.074277,-4621.5686,-0.092178,-0.35594,1471448.871,1.1779,0.46045,-0.8248,0.064102,0.15177,0.2509,3.4759,0.24965,-0.68418,-1.1017,0.24833,1.0
-0.28089,-3826.4894,5.480000000000001e-21,55.0641,-3343.7969,-104414.6365,-4114.45,0.067413,-0.077059,-245587.6761,-9728.0218,0.10446,-5400.5347,-171465.7858,-126703.7859,-0.091068,-1.22e-22,-288999.7731,29.1908,0.049375,103.6691,8.460000000000001e-21,0.034496,0.082199,22.5682,0.28089,6.67e-20,0.19431,0.018648,0.074574,-4493.8341,-0.10446,-0.53329,1082025.023,1.1454,0.21961,-0.9435,0.47354,0.38621,0.31842,2.9846,0.22313,-1.3251,-0.20308,0.29754,1.0
-0.26334,-3585.2262,3.11e-21,45.3104,-3194.7884,-92104.249,-3196.2149,0.053952,-0.12804,-239242.251,-9024.4502,0.12859,-5485.0592,-162464.0322,-115761.9889,-0.12346,3.06e-23,-275146.3793,61.183,0.019324,53.3626,-2.04e-20,0.030859,0.13059,38.7987,0.26334,5.46e-20,0.18272,0.025841,0.12829,-4396.5188,-0.12859,-0.13249,1265197.124,1.1503,-0.015271,-1.1423,1.5173,0.97813,0.25107,2.2563,0.22372,-1.1503,0.3189,0.27734,1.0
-1.0617,-3480.4411,2.53e-20,869.8117,-3183.4091,-53188.8554,-4913.2496,0.43834,-0.36841,-225685.9126,-8172.5393,0.5938,-4833.4416,-134157.3597,-83442.7338,-0.46984,2.3700000000000003e-21,-284146.0907,95.8434,0.24047,419.0519,4.8e-21,0.20961,0.48691,734.8829,1.0617,-6.07e-20,0.91077,0.15996,0.37204,-4058.2133,-0.5938,-1.2421,1576578.814,1.4595,-0.68734,-0.70888,-0.02561,0.42919,0.1791,1.6374,0.22413,-1.169,-2.3257,0.19282,1.0
-1.0911,-3379.3718,-3.2900000000000002e-21,592.5519,-3010.7968,-60895.2717,-4604.0111,0.34674,-0.27884,-229669.7245,-8248.1152,0.46114,-3897.865,-139281.0128,-87877.1023,-0.35514,9.179999999999999e-23,-254405.6077,84.2292,0.18535,561.2628,1.69e-20,0.15745,0.34997,455.4521,1.0911,-6.98e-20,0.79912,0.11501,0.30805,-3902.4557,-0.46114,-1.3966,1436117.515,1.4738,-0.79946,-0.038998,0.19156,-0.5796,0.24018,2.0703,0.24605,-1.0415,-2.1113,0.25466,1.0
-1.3391,-3489.2049,-1.8300000000000003e-21,1032.0307,-2980.4698,-49974.1596,-4899.2669,0.50319,-0.4599,-221767.6504,-7915.8079,0.71449,-4927.4797,-127009.4995,-77643.6967,-0.59044,-2.32e-21,-278717.049,89.0699,0.22597,519.6048,4.74e-20,0.25774,0.59148,942.3532,1.3391,-1.94e-19,1.1025,0.19928,0.44473,-4204.2946,-0.71449,-1.4103,1808490.116,1.4748,-0.89509,0.093596,0.58869,-0.16755,0.26158,1.8894,0.23821,-1.4169,-2.3299,0.20464,1.0
-0.83241,-3721.6184,5.55e-20,478.569,-3162.2669,-83853.3654,-14769.2408,0.2839,-0.17281,-195176.5933,-10763.5753,0.37098,-3888.3492,-130643.4084,-97274.1745,-0.18131,3.850000000000001e-21,-269023.5217,56.5714,0.246,465.971,3.96e-21,0.13553,0.20062,151.2236,0.84645,-1.21e-20,0.74149,0.057249,0.16307,-3811.7614,-0.40372,-0.36281,1407739.664,1.3163,-2.766,0.041371,-0.72739,-1.2195,0.52553,1.121,0.18958,-0.66124,-1.5673,0.48362,1.0
-0.86248,-3669.5686,-1.64e-20,444.8673,-3167.3951,-81614.5828,-13711.6519,0.22217,-0.21414,-195152.4803,-10486.0597,0.4351,-4245.8839,-137125.7581,-103594.6552,-0.23211,4.47e-21,-260041.0861,80.1918,0.20493,308.5366,2.01e-20,0.12998,0.22795,239.7401,0.85901,1.91e-19,0.76298,0.07613,0.22612,-3895.9054,-0.50726,-0.76007,1514485.628,1.3609,-2.8659,-0.020699,-0.62905,-0.19145,0.47859,0.88384,0.23215,-1.7005,-0.85522,0.36228,1.0
-0.79066,-3760.5102,2.96e-20,502.4465,-3244.838,-86142.4987,-15020.0476,0.27714,-0.16145,-189446.8637,-9599.1529,0.44577,-4014.9731,-127367.6906,-96102.2797,-0.19996,-8.87e-22,-266674.7024,106.2041,0.26684,411.1515,-1.5900000000000002e-21,0.14234,0.27505,155.8274,0.78521,-1.2e-19,0.66454,0.058579,0.21682,-3656.1618,-0.40614,-0.8491,1755649.591,1.3175,-2.8685,0.005589,-0.84614,-1.1189,0.46367,1.3158,0.21034,-1.0809,-0.99822,0.45199,1.0
-0.1693,-2675.2395,9.860000000000001e-21,92.8444,-2271.9527,-79743.565,-2902.5919,0.036291,-0.13935,-258173.8891,-5307.4985,0.16874,-3171.1116,-201009.6316,-121317.1356,-0.21507,1.4700000000000001e-21,-289088.0866,4.2894,0.0097895,298.1595,2.64e-22,0.047974,0.22598,204.1054,0.1693,-1.29e-19,0.10428,0.069437,0.1533,-2836.6812,-0.16874,3.0118,1392681.143,1.202,-1.5143,0.94457,0.30073,0.95777,0.33894,2.2783,0.19174,-0.9291,-0.28135,0.33637,1.0
-0.21294,-2663.5587,-3.95e-20,124.9768,-2291.6201,-72571.3507,-3205.4588,0.044911,-0.17218,-235744.0215,-5631.2124,0.20663,-2954.0727,-189615.3812,-112019.6613,-0.25921,-7.34e-22,-255620.7222,3.5191,0.017334,194.253,-7.6e-22,0.057392,0.25679,288.4704,0.21294,-2.43e-20,0.15775,0.084824,0.1687,-2833.9871,-0.20663,2.4326,879686.3772,1.207,-1.3072,1.6018,0.25784,1.3082,0.36378,1.4776,0.21704,-1.0914,-0.50076,0.34528,1.0
-0.13614,-2106.3333,6.03e-21,51.168,-2072.4275,-87015.863,-3154.8291,0.030132,-0.11797,-246588.3935,-4957.5501,0.1214,-2414.4403,-199032.9748,-128573.3915,-0.17209,-3.1800000000000004e-21,-282648.9726,4.4699,0.0083195,178.4729,1.76e-21,0.033329,0.16219,108.464,0.13614,-3.6e-19,0.10378,0.046748,0.1187,-2251.9826,-0.1214,2.478,1711903.768,1.1752,-0.89934,1.0568,-0.24641,0.89254,0.2939,1.8532,0.20755,-0.41735,0.12268,0.34156,1.0
-0.24702,-3481.4429,-2.53e-20,25.4478,-2859.2818,-103955.4112,-6638.1902,0.036466,-0.073604,-210312.8066,-4065.4485,0.11769,-4721.8003,-211462.5319,-147309.6772,-0.10298,7.65e-23,-235598.9771,61.0856,0.036151,139.4571,4.9300000000000006e-21,0.022365,0.10957,41.1256,0.24702,-3.18e-20,0.1342,0.026491,0.081393,-4281.3475,-0.11769,0.21885,1963317.664,1.3471,-0.93161,0.94089,-0.80738,-0.10754,0.19366,-0.91093,0.14034,-1.7245,-1.8777,0.31897,1.0
-0.18163,-3933.3885,1.34e-20,11.6186,-3182.5423,-114806.5788,-6745.7817,0.022263,-0.048146,-245413.4216,-5812.111,0.076738,-4989.9746,-229656.2572,-162912.7195,-0.071607,-8.789999999999999e-23,-277711.322,33.4615,0.029533,67.2064,-2.4600000000000003e-21,0.014176,0.065874,18.4577,0.18163,-5e-20,0.088495,0.016597,0.046492,-4552.781,-0.076738,0.71282,1681637.94,1.2832,-1.2631,1.1586,-0.49453,-0.16709,0.2296,-0.35698,0.16014,-1.4026,-2.3194,0.27492,1.0
-0.21583,-3759.6655,3.84e-21,15.7448,-3179.6301,-108794.4054,-8500.8204,0.033053,-0.048435,-241688.2506,-4824.3393,0.065363,-5161.939,-221998.9056,-153709.7858,-0.065648,-8.029999999999999e-23,-274631.3693,3.1418,0.051961,78.8367,1.34e-20,0.016733,0.068529,23.9715,0.21583,-1.52e-20,0.11294,0.019063,0.053865,-4561.7447,-0.065363,1.1409,958739.6816,1.2487,-0.86042,2.0601,-0.30811,0.55658,0.22264,0.51507,0.16433,-1.3013,-1.9649,0.21844,1.0
-0.82111,-2567.946,3.95e-20,481.6285,-2113.0797,-65311.8385,-740.5453,0.20612,-0.23413,-179021.7129,-7585.9301,0.40382,-3229.9328,-152671.4313,-108807.9038,-0.3724,-1.04e-20,-215801.3279,5.9927,0.033898,828.2075,2.68e-20,0.13696,0.36751,621.0456,0.81071,3.58e-19,0.43241,0.14253,0.23088,-2928.7995,-0.39275,1.6922,1591809.952,1.3351,-0.080509,0.64764,0.22727,-0.97835,0.1966,1.1601,0.20534,-0.91532,-1.2521,0.19752,1.0
-0.92872,-2498.8305,7.31e-21,234.341,-1936.7881,-79973.5163,-1177.8961,0.1742,-0.24716,-211553.9101,-8211.0482,0.27776,-3705.5443,-172349.0009,-119298.0296,-0.27785,-8.56e-22,-253331.739,4.5327,0.029221,908.7161,1.92e-20,0.083861,0.26226,223.6839,0.90935,7.16e-20,0.44964,0.073169,0.19558,-2974.9915,-0.28455,2.1007,1773427.872,1.2429,-0.45494,0.041386,-0.17728,-0.51059,0.29767,1.8336,0.25355,-0.58975,-1.1975,0.1651,1.0
-0.7636,-2336.9195,-1.68e-20,343.6643,-1867.7766,-69703.681,-1684.9323,0.15017,-0.22172,-197306.7275,-8280.9254,0.46101,-3506.1818,-164667.9901,-109065.4155,-0.32509,-1.16e-21,-245706.6629,5.5902,0.026249,929.0985,2.82e-21,0.10791,0.34829,455.1711,0.70756,2e-19,0.6116,0.11466,0.22793,-2910.7626,-0.45476,1.3883,1697246.251,1.2641,-0.86338,-0.070242,0.21764,-0.27412,0.20522,1.9399,0.22869,-0.73648,-0.59882,0.17464,1.0
-0.85372,-3818.0329,-5.11e-20,193.6769,-3484.0133,-52348.6687,-4971.1815,0.16734,-0.53441,-185566.5745,-4489.5281,0.2868,-5102.0283,-126759.3038,-75904.7744,-0.41684,-6.97e-21,-203490.4885,35.8469,0.051128,516.6546,-7.04e-20,0.076494,0.4473,506.6983,0.89616,-1.14e-20,0.44524,0.12491,0.50793,-4399.7895,-0.26685,0.60719,1846982.155,1.2236,0.16004,0.35866,0.87351,0.1916,0.27002,4.4495,0.22414,-1.2968,-0.97088,0.34647,0.0
-0.91124,-3503.8389,1.61e-19,149.0125,-2892.5445,-58655.57,-5481.5574,0.14406,-0.45207,-181038.5354,-5270.955,0.2341,-4363.3565,-132911.5685,-82975.6043,-0.41984,7.98e-20,-204390.2722,23.1329,0.036638,606.0524,-2.72e-19,0.064667,0.44769,399.8968,0.94528,-1.82e-20,0.43453,0.10611,0.41406,-4069.7216,-0.22059,0.6217,1927733.393,1.2351,0.82603,0.31585,1.1255,-0.028117,0.32939,3.3823,0.22873,-1.8531,-1.4739,0.25046,0.0
-0.89464,-3624.7627,5.44e-20,133.7071,-3197.7743,-64173.8027,-4896.4068,0.14305,-0.30475,-210477.876,-4044.3416,0.23009,-4556.8675,-145578.9665,-91434.2856,-0.26322,1e-20,-242630.8592,22.6308,0.047829,655.642,-4.14e-21,0.060798,0.28536,252.4564,0.8851,-6.0700000000000005e-21,0.39753,0.078485,0.30514,-4118.1643,-0.24035,-0.42008,1903601.76,1.3089,0.54866,-0.08083,1.3477,-0.026241,0.21973,3.231,0.22952,-2.0513,-1.5497,0.26674,0.0
-0.46159,-1987.4375,2.1500000000000003e-21,41.4941,-1750.1357,-97976.6066,-5216.1422,0.058012,-0.1102,-243373.3586,-694.844,0.11481,-2538.7399,-196875.1207,-135385.9036,-0.12883,4.57e-21,-297204.8006,3.7793,0.0044883,809.6587,-1.44e-20,0.029934,0.1257,47.4423,0.4546,-2.43e-19,0.19173,0.028938,0.094662,-2261.1344,-0.12746,1.4888,1276763.162,1.249,-2.1444,-0.72288,1.1955,0.66478,0.25544,1.645,0.20137,-1.8295,0.11733,0.29251,1.0
-0.36051,-1914.3367,-3.65e-21,18.3317,-1557.1337,-93560.1506,-4965.7425,0.037635,-0.11613,-242402.3534,-948.1465,0.12108,-2208.5045,-184918.3564,-126321.1729,-0.11493,-1.76e-20,-299172.9248,3.7613,0.002935,640.5563,-5.36e-20,0.018762,0.1159,39.86,0.39959,-1.19e-18,0.16571,0.026223,0.13779,-2138.5258,-0.10865,1.6693,1460030.485,1.244,-2.1828,-0.51333,1.4947,0.7017,0.30855,1.2422,0.19813,-1.7016,0.44125,0.28404,1.0
-0.59556,-1961.3886,4.38e-21,53.1781,-1609.7271,-75700.0767,-6832.7268,0.046242,-0.21907,-213600.4663,-1985.2461,0.27304,-2454.0239,-169520.2149,-108882.4531,-0.20965,-1.66e-20,-261243.4766,3.299,0.0043408,877.464,1.2e-20,0.034923,0.22024,176.4837,0.59837,6.75e-19,0.45006,0.063762,0.24149,-2462.2598,-0.27496,1.9729,1513461.689,1.1822,-2.1826,-0.92349,0.61717,0.85604,0.35717,2.4622,0.18701,-1.3643,0.40652,0.33854,1.0
