mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,meanHarmToNoiseHarmonicity,meanPeriodPulses,RPDE,DFA,app_LT_entropy_log_9_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_8_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_std_7_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_mean_6_coef,f2,f1,class
0.91424,1392153.478,1.2708,-2.1982,0.48992,0.83281,-0.41178,0.16158,-0.30518,0.18664,-1.2043,-1.0532,0.17138,22.948,0.006178433,0.32641,0.6371,142.3315,4656.0982,112.4398,882.6689,31.8355,18.6325,46.8582,254.7641,152.7287,413.8589,2330.7381,9314.4121,550.1986,1130.2323,82.7872,3529.623,1765.269,194.7806,1216.165098,652.5411551,0.0
-0.90562,1861217.723,1.299,-3.1471,-0.71533,1.6965,-0.17745,0.1404,-1.6126,0.13814,-2.0708,-1.5095,0.21436,24.282,0.004173499,0.31947,0.58102,144.5983,5409.4001,130.6992,1025.2513,36.9827,21.6011,54.4519,296.109,154.9955,480.7015,2706.4875,10820.704,638.9745,1312.7166,96.1613,4100.3895,2050.4778,226.2344,1230.828585,791.7574578,0.0
-0.6523,2098271.14,1.3167,-3.2043,-0.54572,1.2751,-0.089663,0.18447,-2.2301,0.14861,-1.842,-1.9445,0.17049,25.698,0.004224185,0.28914,0.56819,144.5521,5387.6035,129.9908,1020.5939,36.8033,21.4816,54.1288,294.5007,154.9493,478.4448,2692.9915,10774.4076,635.6944,1306.9564,95.6897,4082.7382,2041.2174,225.1608,1252.125086,847.7873263,0.0
-0.91574,1586052.676,1.4012,-3.4108,-0.59796,1.4453,0.14112,0.14905,-2.2447,0.1309,-1.3901,-2.2248,0.17221,27.628,0.004132622,0.21922,0.55398,144.6918,5435.5381,131.1608,1029.5843,37.1327,21.664,54.5979,297.2516,155.089,482.7074,2716.4794,10870.0203,641.5277,1318.1715,96.546,4118.9522,2059.228,227.1672,1258.045246,862.6263907,0.0
-0.29072,1793472.338,1.2789,-0.82584,-0.40112,1.3383,-1.0232,0.18744,-0.039816,0.17226,-1.7573,0.12727,0.27003,19.329,0.005450948,0.39407,0.73097,143.1658,4906.7133,118.4045,929.495,33.5298,19.5304,49.2798,268.2693,153.5631,435.7909,2452.4271,9813.3401,579.1326,1190.018,87.164,3718.5803,1859.0659,205.0935,1220.99151,606.675248,1.0
-0.33813,1320184.068,1.3374,-2.1859,-0.25881,1.5843,-0.73477,0.22661,1.7426,0.19126,-1.693,-0.46937,0.21734,23.663,0.00532045,0.25946,0.70178,143.2865,4948.8584,119.4557,937.5916,33.8156,19.7418,49.7524,270.6229,153.6837,439.5504,2474.0344,9898.0151,584.0309,1200.5812,87.9228,3750.6814,1875.2299,206.8652,1231.600002,701.4432786,1.0
-0.33515,1035108.322,1.3241,-2.4241,-0.73489,1.3653,-0.99798,0.18752,1.3734,0.16336,-1.5148,0.0074036,0.29227,22.99,0.005089018,0.26936,0.71832,143.4905,5020.4176,121.1289,950.988,34.2911,20.0077,50.439,274.3613,153.8877,445.7766,2509.2534,10039.6706,592.1555,1218.0467,89.1498,3804.3137,1901.9957,209.7789,1263.577191,637.8048266,1.0
-0.087868,1987006.727,1.1774,2.6063,-0.59621,-1.0286,-1.0676,0.24356,0.44205,0.18111,-1.9221,-0.64463,0.2817,13.502,0.006829233,0.61218,0.70234,141.7781,4478.7972,107.9417,848.2332,30.574,17.8347,44.9985,244.5748,152.1753,397.5668,2237.7941,8955.5761,528.0798,1086.6382,79.5,3393.4817,1696.495,187.078,1922.747225,531.8942132,0.0
-0.28412,1692163.272,1.1895,1.8815,0.20595,-1.0594,-0.80995,0.20037,0.85324,0.21551,-1.3485,-0.79282,0.18234,6.041,0.005110143,0.72706,0.67172,137.7121,3815.2189,99.914,733.7021,26.9595,16.1264,40.5125,223.9546,148.1135,343.5218,1989.715,7664.3648,460.9967,947.945,68.9206,2891.4324,1464.7833,161.1149,1773.733231,566.720335,0.0
-0.18845,2017905.427,1.1882,1.9594,-0.24204,-0.70521,-0.57223,0.23745,1.377,0.23265,-1.4279,-0.80916,0.21629,8.88,0.00677699,0.66827,0.71487,141.5293,4326.3733,98.349,791.6716,27.8202,17.2992,40.715,218.8527,151.9302,366.347,2046.6671,8474.0695,474.4479,1055.7105,72.6292,3199.4806,1585.1073,171.8076,1644.508063,508.2444661,0.0
0.74578,1105401.884,1.1821,-1.3083,0.85385,0.93801,0.93773,0.33673,0.38418,0.16749,-2.7503,0.11156,0.3911,18.28,0.006927242,0.52862,0.66134,141.7396,4460.4476,107.5103,844.269,30.4345,17.7142,44.7115,243.493,152.1369,395.6305,2226.119,8916.5987,525.0839,1081.7744,79.1039,3378.602,1688.6251,186.1572,1160.289433,580.3618583,1.0
1.3862,1806414.897,1.1444,-1.7565,1.2502,0.060925,1.1162,0.39589,0.78531,0.18967,-3.4064,-0.051969,0.3865,17.485,0.007217405,0.5356,0.65951,141.4742,4378.2457,105.2114,827.8822,29.8003,17.3752,43.8821,238.2149,151.8714,387.7322,2181.1599,8747.5892,514.0545,1061.8774,77.5056,3314.3732,1655.9317,182.4313,1143.789501,593.3612836,1.0
0.81269,1694411.41,1.1869,-1.9953,0.62827,0.13844,1.2303,0.31183,1.1843,0.1687,-2.9096,0.2427,0.34378,19.011,0.007104653,0.51994,0.65611,141.6263,4425.1997,106.7925,837.9766,30.2292,17.633,44.4539,242.0051,152.0235,392.8767,2210.3265,8848.7955,522.0519,1072.7995,78.5906,3353.0184,1676.0643,184.913,1197.04135,587.1288086,1.0
0.62769,1522388.105,1.3259,-4.0067,-0.53647,0.49639,0.0027609,0.3677,3.0253,0.16717,-1.8629,0.53725,0.32168,17.583,0.007220152,0.55435,0.72589,143.503,4985.2621,123.2155,941.9322,35.0212,20.4505,51.0722,288.499,153.9003,445.6894,2483.9196,9960.6835,611.5858,1196.4889,90.6394,3773.7264,1884.808,210.7998,1155.783999,575.6707049,1.0
0.72085,1954709.769,1.3229,-3.9746,-0.55823,0.22158,-0.0349,0.3985,2.7051,0.16011,-2.0648,0.5186,0.34456,17.086,0.004989955,0.47368,0.7209,143.6249,5060.0025,121.896,957.842,34.5226,20.1427,50.7782,276.171,154.0221,448.8945,2525.8894,10115.4925,596.0801,1227.1619,89.767,3832.9058,1915.7837,211.2324,1120.339957,595.2687979,1.0
-0.028188,1757821.01,1.2448,-3.6396,-0.62144,0.4976,0.23648,0.40221,2.8806,0.15941,-1.8998,0.8557,0.28431,17.733,0.006097847,0.46602,0.75792,143.5202,4975.3265,119.6134,929.9716,33.3033,20.5796,49.0411,264.4726,153.9181,433.6235,2430.7186,9875.5534,569.5286,1204.0689,86.5051,3738.2905,1860.9691,203.7699,1195.709756,512.7598144,1.0
-0.56176,2172433.889,1.3687,-1.1905,-1.906,1.371,1.746,0.22036,-0.055611,0.17311,-0.44472,0.043275,0.2352,12.648,0.004313321,0.6214,0.70794,144.5024,5369.8996,129.8711,1018.8758,36.7787,21.5147,54.2092,294.7417,154.8996,477.8579,2691.3317,10749.141,635.7386,1303.9004,95.6119,4073.5298,2037.7212,224.9185,1440.906456,981.1761467,1.0
-0.37203,1930904.623,1.3329,-1.3739,-1.7782,0.75013,1.0212,0.32778,-0.91163,0.15797,-0.87784,0.47165,0.23488,13.236,0.004499889,0.59829,0.72731,144.4916,5403.768,131.3432,1028.5747,37.1543,21.697,54.6649,297.6436,154.8889,482.7375,2725.1271,10832.3697,642.8706,1315.5298,96.5922,4105.4597,2056.6162,227.2275,1476.020748,870.8105226,1.0
-0.33717,2051249.416,1.3365,-1.3208,-1.3756,0.49596,1.1453,0.18158,-1.6132,0.14347,-0.73806,0.64689,0.17022,9.906,0.004141508,0.70689,0.69416,144.6694,5455.8081,132.3633,1035.4933,37.3842,21.8157,54.9658,299.2626,155.0666,485.6962,2737.2807,10920.1473,646.3962,1325.3288,97.1639,4138.2718,2070.7443,228.5762,1504.854777,909.5254029,1.0
0.43689,1216091.036,1.2263,-3.9676,0.38741,-0.62702,0.63477,0.44306,1.8746,0.10702,-1.4502,3.1962,0.38948,1.655,0.006768308,0.70689,0.73017,136.5526,3662.006,102.5938,700.1379,26.2944,18.702,46.3672,208.8248,146.9551,329.142,1904.6171,7330.9336,455.2831,906.1208,66.233,2759.5687,1397.9166,155.0375,1565.387194,688.4162382,1.0
0.18097,1481916.8,1.2437,-3.2728,0.87645,-0.7267,0.30622,0.40925,1.5639,0.11201,-1.5687,2.119,0.47454,3.969,0.007960867,0.69896,0.68208,138.1085,3824.5984,95.2372,735.8741,26.5561,19.289,41.1317,215.998,148.5088,346.3247,1989.9227,7690.6584,473.6282,941.1802,69.3848,2905.7052,1469.9397,162.7318,1551.337247,715.7127141,1.0
0.57914,1688315.247,1.2045,-3.6481,1.1911,-0.5247,-0.40909,0.45622,1.568,0.11508,-1.1075,2.2833,0.45899,3.273,0.006749523,0.8475,0.70383,140.0774,4220.6847,118.6652,814.1562,30.4083,23.3121,54.3742,244.6249,150.4769,384.5192,2196.797,8503.789,522.5388,1036.7405,77.094,3219.1324,1626.6804,181.4508,1607.413696,709.3230762,1.0
-0.7285,1395791.965,1.2471,-2.2208,-0.5836,-0.27023,-0.25265,0.3482,1.0811,0.18883,-0.29434,-2.8753,0.28023,21.269,0.004920593,0.41783,0.64457,143.6554,5072.3694,122.0222,959.8334,34.5476,20.1763,50.8292,276.1911,154.0526,449.4998,2530.2989,10137.6967,595.8138,1231.5207,89.8472,3841.2306,1919.7403,211.4818,1252.787426,648.6932995,0.0
-1.4677,1522144.63,1.2806,-2.5654,-0.79925,-0.23039,-0.70981,0.27243,0.8608,0.14646,-0.64671,-2.2754,0.29352,23.708,0.004877497,0.36172,0.6341,143.5989,5073.3283,122.2492,961.5737,34.6313,20.2347,51.0287,277.0294,153.9961,450.5164,2538.6203,10147.0289,598.0259,1233.0386,90.0717,3845.0357,1922.9952,211.9526,1245.381683,624.9069885,0.0
-0.1861,1451675.225,1.2592,-1.6342,-0.44564,-0.17423,-0.45461,0.5224,1.2428,0.20237,-1.2986,-2.3646,0.28034,22.375,0.005004642,0.39643,0.67133,143.5791,5056.3082,122.0743,959.0282,34.5827,20.1776,50.8889,276.653,153.9763,449.5985,2532.8807,10118.3366,597.199,1228.3109,89.9195,3834.3705,1917.942,211.5858,1227.479065,625.3190625,0.0
-0.35594,1471448.871,1.1779,0.46045,-0.8248,0.064102,0.15177,0.2509,3.4759,0.24965,-0.68418,-1.1017,0.24833,17.907,0.011232512,0.51365,0.7964,142.7129,4786.0002,115.2067,906.9353,32.6395,19.1378,48.1444,261.0487,153.1101,424.8361,2394.0833,9570.7722,563.8409,1163.369,84.9131,3626.5958,1813.6916,199.825,1414.143813,593.8221343,1.0
-0.53329,1082025.023,1.1454,0.21961,-0.9435,0.47354,0.38621,0.31842,2.9846,0.22313,-1.3251,-0.20308,0.29754,16.236,0.005853687,0.609,0.78661,142.6316,4758.1162,115.4122,902.7191,32.6018,18.9775,48.0074,261.3174,153.0288,423.4614,2385.4786,9521.9849,563.6117,1154.999,84.7339,3608.3761,1805.2732,199.306,1487.127264,648.0784042,1.0
-0.13249,1265197.124,1.1503,-0.015271,-1.1423,1.5173,0.97813,0.25107,2.2563,0.22372,-1.1503,0.3189,0.27734,16.525,0.005758776,0.50533,0.82685,142.8335,4803.7337,116.2356,910.7031,32.8741,19.184,48.4057,263.4409,153.2308,427.0822,2404.3421,9611.2635,567.7972,1165.5338,85.4634,3642.1523,1821.4061,201.0275,1434.98835,664.6768496,1.0
-1.2421,1576578.814,1.4595,-0.68734,-0.70888,-0.02561,0.42919,0.1791,1.6374,0.22413,-1.169,-2.3257,0.19282,23.274,0.00452871,0.25021,0.72593,144.1722,5250.8922,126.6388,994.4526,35.8548,20.9152,52.7358,286.8747,154.5694,466.1143,2623.4492,10499.7207,619.0415,1273.8665,93.2238,3978.6059,1988.9602,219.3513,1434.425202,784.1308194,1.0
-1.3966,1436117.515,1.4738,-0.79946,-0.038998,0.19156,-0.5796,0.24018,2.0703,0.24605,-1.0415,-2.1113,0.25466,21.088,0.004480183,0.31231,0.71311,144.2155,5272.4715,127.3065,999.4023,36.0426,21.0244,53.0179,288.4028,154.6127,468.5254,2638.3248,10547.474,622.5528,1279.932,93.7113,3996.8762,1998.7669,220.4864,1100.673517,582.8554736,1.0
-1.4103,1808490.116,1.4748,-0.89509,0.093596,0.58869,-0.16755,0.26158,1.8894,0.23821,-1.4169,-2.3299,0.20464,17.088,0.004468509,0.37036,0.69727,144.2002,5261.038,126.5939,995.462,35.8511,20.939,52.7622,286.6802,154.5974,466.3648,2624.3597,10514.2542,618.8948,1276.2245,93.2383,3983.8968,1991.0201,219.4288,1085.413141,693.9266075,1.0
-0.36281,1407739.664,1.3163,-2.766,0.041371,-0.72739,-1.2195,0.52553,1.121,0.18958,-0.66124,-1.5673,0.48362,23.483,0.004436529,0.34552,0.64964,144.2063,5271.8241,127.0763,998.4057,35.9815,21.0124,52.939,288.1099,154.6035,467.872,2634.2321,10540.514,621.3092,1279.6374,93.5793,3994.0516,1996.819,220.1731,1008.613664,650.330634,1.0
-0.76007,1514485.628,1.3609,-2.8659,-0.020699,-0.62905,-0.19145,0.47859,0.88384,0.23215,-1.7005,-0.85522,0.36228,21.204,0.004516786,0.45019,0.67297,144.1533,5249.8154,126.6329,994.3034,35.8556,20.9417,52.7311,287.4115,154.5505,466.1336,2623.5372,10497.3179,619.4776,1273.313,93.2438,3977.702,1988.6382,219.3762,1328.376363,704.6213155,1.0
-0.8491,1755649.591,1.3175,-2.8685,0.005589,-0.84614,-1.1189,0.46367,1.3158,0.21034,-1.0809,-0.99822,0.45199,25.989,0.004370201,0.2366,0.6443,144.3734,5314.6966,127.6798,1005.3229,36.2105,21.0891,53.2908,289.5028,154.7706,471.022,2649.609,10620.5668,625.0431,1288.5561,94.1616,4024.1219,2010.8168,221.632,1066.781569,662.7494897,1.0
3.0118,1392681.143,1.202,-1.5143,0.94457,0.30073,0.95777,0.33894,2.2783,0.19174,-0.9291,-0.28135,0.33637,17.552,0.007086226,0.48003,0.7747,141.5543,4410.8889,106.2009,834.8632,30.0833,17.5228,44.2279,240.6678,151.9515,391.2104,2201.5793,8816.7819,519.2627,1069.9493,78.2221,3340.7848,1669.7876,184.0867,1119.422056,409.5519167,1.0
2.4326,879686.3772,1.207,-1.3072,1.6018,0.25784,1.3082,0.36378,1.4776,0.21704,-1.0914,-0.50076,0.34528,13.712,0.007068076,0.56908,0.7632,141.6034,4422.157,106.4831,837.1461,30.1605,17.5878,44.3853,241.24,152.0006,392.2563,2207.5855,8840.6025,520.5595,1072.9297,78.4288,3349.8377,1674.3618,184.5724,1127.385462,434.2986763,1.0
2.478,1711903.768,1.1752,-0.89934,1.0568,-0.24641,0.89254,0.2939,1.8532,0.20755,-0.41735,0.12268,0.34156,9.897,0.007013848,0.69362,0.79784,141.5798,4412.9758,107.904,834.5238,30.2837,17.8964,45.0187,244.4916,151.977,391.5352,2199.6986,8817.2231,521.6234,1066.7212,78.4852,3340.7611,1669.2664,184.3538,1137.063337,379.2790066,1.0
0.21885,1963317.664,1.3471,-0.93161,0.94089,-0.80738,-0.10754,0.19366,-0.91093,0.14034,-1.7245,-1.8777,0.31897,21.969,0.005167864,0.33303,0.67052,143.4318,4988.3805,119.9351,943.123,33.9591,19.8183,49.977,271.5769,153.829,441.7202,2484.5589,9965.8488,585.7272,1209.5767,88.3081,3775.9276,1886.4517,207.8327,1204.576555,648.4393116,1.0
0.71282,1681637.94,1.2832,-1.2631,1.1586,-0.49453,-0.16709,0.2296,-0.35698,0.16014,-1.4026,-2.3194,0.27492,15.285,0.005829706,0.44521,0.65975,143.3711,4975.6665,119.8486,941.7945,33.9297,19.7725,49.8753,271.4684,153.7683,441.2832,2483.3986,9946.2808,585.5696,1207.1362,88.231,3768.7749,1883.6762,207.6458,1215.431901,669.1044526,1.0
1.1409,958739.6816,1.2487,-0.86042,2.0601,-0.30811,0.55658,0.22264,0.51507,0.16433,-1.3013,-1.9649,0.21844,15.903,0.005792953,0.44413,0.71823,142.7227,4773.5274,115.1184,904.2798,32.5937,19.0217,47.994,260.7976,153.1199,423.8038,2386.2051,9545.9107,562.8148,1158.7337,84.7567,3617.2225,1808.5542,199.4319,1184.438055,649.4774541,1.0
1.6922,1591809.952,1.3351,-0.080509,0.64764,0.22727,-0.97835,0.1966,1.1601,0.20534,-0.91532,-1.2521,0.19752,27.518,0.006551923,0.27332,0.72831,142.0128,4554.9777,110.0907,863.5138,31.1501,18.1506,45.8155,249.4034,152.41,404.8323,2279.9101,9112.5352,537.9871,1105.8311,80.9724,3453.1263,1726.9667,190.507,1063.929058,486.4083395,1.0
2.1007,1773427.872,1.2429,-0.45494,0.041386,-0.17728,-0.51059,0.29767,1.8336,0.25355,-0.58975,-1.1975,0.1651,28.088,0.006489502,0.27514,0.73506,142.1461,4581.8184,110.5274,867.4174,31.2791,18.2261,45.9819,250.2769,152.5433,406.5837,2287.558,9160.5294,539.9531,1110.9732,81.3153,3471.0901,1734.9483,191.349,1077.189072,481.3722301,1.0
1.3883,1697246.251,1.2641,-0.86338,-0.070242,0.21764,-0.27412,0.20522,1.9399,0.22869,-0.73648,-0.59882,0.17464,17.809,0.006488855,0.37313,0.74666,142.1108,4575.096,110.3354,866.2268,31.2304,18.2269,45.9385,249.7971,152.508,405.9901,2284.7113,9147.1191,539.1343,1109.7252,81.1971,3466.0267,1732.5337,191.0614,1078.952998,470.2686641,1.0
0.60719,1846982.155,1.2236,0.16004,0.35866,0.87351,0.1916,0.27002,4.4495,0.22414,-1.2968,-0.97088,0.34647,23.105,0.008984798,0.55317,0.74418,140.019,3991.3101,96.3049,756.7408,27.271,15.8925,40.0959,218.1203,150.4162,354.642,1998.1486,7984.9723,470.8381,969.8608,70.905,3025.8448,1513.3788,166.8632,1168.444921,542.2945394,0.0
0.6217,1927733.393,1.2351,0.82603,0.31585,1.1255,-0.028117,0.32939,3.3823,0.22873,-1.8531,-1.4739,0.25046,23.818,0.009125656,0.47776,0.70406,139.9507,3967.0225,95.6435,751.3145,27.0743,15.7961,39.8149,216.5926,150.3479,352.0774,1982.1502,7932.0337,467.4007,962.8384,70.3973,3005.6313,1502.629,165.6671,1103.946708,541.0013385,0.0
-0.42008,1903601.76,1.3089,0.54866,-0.08083,1.3477,-0.026241,0.21973,3.231,0.22952,-2.0513,-1.5497,0.26674,23.179,0.00905194,0.46147,0.65285,140.0286,3987.314,96.1672,755.5583,27.2378,15.8923,40.0819,217.9613,150.4258,354.1493,1994.0753,7975.159,470.4004,967.8868,70.8268,3022.0648,1511.1052,166.6573,1164.542404,552.8967666,0.0
1.4888,1276763.162,1.249,-2.1444,-0.72288,1.1955,0.66478,0.25544,1.645,0.20137,-1.8295,0.11733,0.29251,17.12,0.005312216,0.43172,0.75649,143.305,4951.3745,119.3471,937.4716,33.7915,19.7236,49.7449,270.3346,153.7022,439.3747,2472.4229,9899.7584,583.4305,1200.9492,87.8665,3751.2103,1875.0449,206.7654,1341.44475,696.0595334,1.0
1.6693,1460030.485,1.244,-2.1828,-0.51333,1.4947,0.7017,0.30855,1.2422,0.19813,-1.7016,0.44125,0.28404,11.814,0.005722639,0.54973,0.75788,143.162,4916.1951,118.6026,931.3864,33.5714,19.5736,49.3751,268.6765,153.5592,436.5129,2457.8142,9831.5562,579.7596,1193.3299,87.2826,3725.4526,1862.7375,205.3779,1360.999297,718.6094637,1.0
1.9729,1513461.689,1.1822,-2.1826,-0.92349,0.61717,0.85604,0.35717,2.4622,0.18701,-1.3643,0.40652,0.33854,14.279,0.006030373,0.46418,0.79355,143.3598,4981.3138,120.2385,943.9332,34.0309,19.8644,50.0651,272.4195,153.757,442.434,2491.3282,9963.1268,587.7333,1209.2342,88.4817,3775.3607,1887.8289,208.1828,1375.717609,663.7446889,1.0
-0.55052,1480076.099,1.2608,-1.6311,-0.24595,1.63,0.41372,0.20973,-0.82164,0.14743,0.1066,-1.105,0.21433,14.817,0.006091668,0.62237,0.63443,142.5257,4697.1533,113.2354,888.801,32.0569,18.7516,47.2267,256.6869,152.9229,416.5617,2343.0119,9388.6442,553.3557,1138.5244,83.3334,3557.4226,1777.7879,196.0436,1417.793915,834.1115461,1.0
-0.66739,1732399.611,1.1995,-1.3847,0.32972,0.84039,0.39643,0.20898,0.50195,0.15829,0.40984,-1.7584,0.24047,18.293,0.007663333,0.55476,0.63198,142.1459,4602.796,111.3574,873.196,31.5158,18.3991,46.3866,252.5039,152.5431,409.7033,2307.1382,9211.2258,545.85,1116.6286,81.9483,3490.6022,1746.2632,192.8039,1367.94475,789.6183169,1.0
-0.040765,1881948.313,1.1833,-1.2457,0.33659,0.86544,0.62979,0.25903,1.2183,0.20786,0.20194,-2.3924,0.29404,16.729,0.006337385,0.48686,0.6519,142.1591,4605.6295,111.2364,873.2824,31.4888,18.3952,46.3564,251.8793,152.5563,409.37,2306.2349,9214.2253,544.0153,1118.7113,81.8734,3491.6744,1746.4547,192.6294,1363.437541,777.0932393,1.0
-2.0774,1373008.773,1.386,-1.9265,-0.2308,0.55731,-0.56134,0.16058,1.8262,0.2037,-1.0117,-1.5097,0.21091,19.786,0.008251508,0.53229,0.70444,145.1058,5602.5101,135.5134,1062.8977,38.3533,22.3956,56.4144,306.7071,155.503,498.4681,2808.141,11212.5945,662.8085,1360.5849,99.7058,4249.0936,2125.6478,234.6022,1033.50452,687.2681403,0.0
-2.6784,828774.2626,1.3859,-1.6063,0.1541,0.53884,-0.43546,0.22078,0.61015,0.16572,-1.369,-1.5285,0.20942,20.617,0.003968118,0.61179,0.58993,144.8713,5505.9891,132.8309,1043.1664,37.6114,21.9209,55.3063,300.8004,155.2685,488.9362,2752.7746,11011.7422,649.3918,1336.396,97.7704,4172.6928,2086.324,230.0624,1243.084702,727.3802943,0.0
-2.0154,946981.6285,1.3577,-1.9036,-0.25844,0.61968,-0.63175,0.21111,1.5264,0.19611,-1.5283,-1.7065,0.18732,25.096,0.004085752,0.50182,0.63864,144.7377,5455.6926,131.6284,1033.8448,37.2797,21.7722,54.8762,298.3152,155.1349,484.7041,2728.6143,10912.6559,644.184,1323.7603,96.9507,4135.2024,2067.6976,228.1094,1199.07592,642.922641,0.0
0.71367,415627.5665,1.173,1.143,-0.24014,1.6465,-0.17871,0.23864,0.86356,0.15666,-2.4175,-0.33864,0.21167,1.995,0.008520896,0.7645,0.71565,140.3471,4110.6617,99.7246,782.4409,28.225,16.5488,41.9163,226.1526,150.7444,367.069,2073.2846,8238.9917,488.612,1001.4789,73.3871,3122.4016,1564.3643,172.675,1141.862178,508.6844077,1.0
1.1648,710933.8815,1.1755,1.3776,0.13806,0.90722,0.22075,0.2642,0.89626,0.15277,-1.5643,-1.4757,0.23819,1.671,0.006670157,0.82679,0.72552,141.0959,4269.059,101.7142,807.025,28.9754,17.2179,43.3101,231.082,151.4931,377.5701,2125.5066,8528.2757,499.6978,1037.8598,75.4991,3231.2789,1614.2727,177.6738,1135.970654,516.5462532,1.0
0.4435,882392.1628,1.1944,1.3585,-0.49368,1.215,0.17269,0.19946,1.4028,0.14642,-2.0162,-1.4022,0.2257,2.72,0.008818817,0.84808,0.69923,140.2208,4038.196,97.395,765.3257,27.5857,16.1275,40.6681,220.9518,150.618,358.7674,2020.1599,8077.7302,476.3753,980.2344,71.7275,3060.97,1530.6234,168.8594,1130.970134,528.066889,1.0
3.2872,1538385.116,1.1847,-0.097253,-0.10743,-0.23126,-0.62566,0.23452,3.1431,0.19121,0.77026,-1.2933,0.30063,19.972,0.01006172,0.46302,0.76431,139.3673,3817.2003,92.3163,724.0998,26.1214,15.2199,38.3907,209.0316,149.7646,339.4549,1912.4868,7639.4277,450.8552,927.4462,67.8941,2895.0047,1448.1149,159.7437,1098.750404,409.3201788,1.0
3.3834,1394851.034,1.1848,-0.068151,-0.41634,-0.2488,-0.50906,0.27603,2.7476,0.1954,1.35,-0.98622,0.26619,10.308,0.009822698,0.77434,0.77075,139.053,3721.2895,93.744,700.6064,25.979,15.095,38.7524,214.819,149.4503,329.0523,1841.7257,7416.4725,441.6199,893.8701,66.6701,2809.1717,1401.705,155.1129,1232.448668,388.7500592,1.0
2.236,1918664.285,1.1637,-0.30937,-0.27401,-0.64118,-0.36523,0.25235,1.5403,0.208,1.0724,-1.2354,0.23783,16.67,0.009856866,0.56057,0.73233,139.4449,3838.8263,92.7346,727.3994,26.2336,15.3299,38.6007,209.8941,149.8421,341.0106,1919.9509,7677.6359,453.3271,931.5259,68.2092,2909.3036,1454.7733,160.4677,1223.992038,411.5721691,1.0
-0.41118,2101321.942,1.2909,-2.245,0.10117,0.35572,0.46937,0.16573,-0.93302,0.16475,-1.1729,-0.31535,0.23681,24.042,0.005388344,0.40831,0.66945,143.2711,4932.9054,118.9414,933.7925,33.6761,19.6435,49.5828,269.3773,153.6683,437.6748,2462.2406,9862.6243,581.0322,1196.1242,87.5576,3737.1252,1867.7656,206.022,1356.539974,837.1810996,0.0
-0.52782,1978929.961,1.3243,-2.3319,-0.084705,0.85408,0.6716,0.17183,-1.303,0.15038,-0.62519,-0.34235,0.23561,23.955,0.005573297,0.47962,0.65446,143.0003,4851.8715,116.7978,918.3028,33.0842,19.2899,48.6582,264.5874,153.3975,430.3186,2421.2198,9698.7276,571.2885,1176.6975,86.0335,3674.9511,1836.7145,202.4713,1339.418206,858.2191161,0.0
-0.76934,2163516.926,1.3072,-2.0933,0.16284,0.17898,0.68825,0.1429,-0.66072,0.18146,-1.2241,-0.095995,0.19677,21.933,0.005425093,0.44705,0.67896,143.0051,4875.6968,117.6846,923.5549,33.2954,19.396,48.9565,266.602,153.4023,432.8858,2437.5548,9748.3599,575.1695,1183.1997,86.5547,3693.8547,1847.0061,203.6793,1241.161719,821.8847912,0.0
0.88493,1951695.152,1.2437,-3.6022,-0.1828,0.52187,0.2815,0.31626,2.0174,0.16851,-1.5221,1.3287,0.27514,14.956,0.005073279,0.42171,0.74234,143.5358,5034.4057,121.5754,953.915,34.4015,20.0772,50.618,275.2721,153.933,447.1496,2517.4087,10069.5318,593.9277,1221.8793,89.446,3815.7054,1907.8528,210.4456,1133.217166,672.0878953,1.0
0.87488,2141647.595,1.3925,-3.7055,-0.49558,0.66642,1.3202,0.23622,1.1776,0.16736,-1.8619,0.54982,0.26525,15.446,0.00540173,0.55698,0.69661,143.5015,5014.4388,122.7387,950.871,34.4832,20.3264,51.4196,275.2038,153.8987,446.9015,2511.7249,10035.3555,597.1678,1212.7334,89.4192,3802.9859,1901.8735,210.5243,1271.810842,788.7625207,1.0
0.83483,1909509.807,1.265,-3.1004,-0.011234,0.38928,1.2783,0.2661,2.1153,0.18218,-1.2624,0.62721,0.27608,16.374,0.005027969,0.45461,0.77657,143.591,5055.3513,122.2685,957.9909,34.5742,20.1759,50.8147,276.7896,153.9882,449.2657,2528.6534,10111.8301,597.4984,1226.008,89.8755,3831.7412,1915.9898,211.4416,1371.835727,822.3964503,1.0
