mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,std_12th_delta_delta,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_8_coef,std_10th_delta_delta,std_8th_delta_delta,std_10th_delta,std_9th_delta_delta,std_9th_delta,app_LT_entropy_shannon_3_coef,det_LT_entropy_log_10_coef,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_entropy_log_7_coef,app_entropy_log_9_coef,app_LT_entropy_log_8_coef,app_entropy_log_10_coef,app_entropy_log_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,std_8th_delta,std_6th_delta_delta,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_10_coef,std_11th_delta_delta,class
1.1409,958739.6816,1.2487,-0.86042,2.0601,-0.30811,0.55658,0.22264,0.51507,0.16433,-1.3013,-1.9649,0.21844,0.013325,-214293.1507,-897139.4304,0.015666,0.015638,0.033009,0.01286,0.028885,-43188.4741,-152.0795,237.5645,-114342.6473,242.3192,247.9617,132.3255,258.3589,245.6902,-440924.0532,-30192.6263,0.025193,0.031773,0.017979,-1935260.626,-66713.3367,-4152484.799,0.012005,1.0
1.6922,1591809.952,1.3351,-0.080509,0.64764,0.22727,-0.97835,0.1966,1.1601,0.20534,-0.91532,-1.2521,0.19752,0.012934,-203071.012,-851078.6128,0.011717,0.011645,0.02584,0.01207,0.024777,-40797.8317,-140.9196,233.954,-108267.7748,238.4687,244.3512,131.6156,254.7484,241.5921,-418098.7978,-28475.2979,0.027963,0.025082,0.012058,-1836622.098,-63102.1867,-3942173.461,0.010426,1.0
2.1007,1773427.872,1.2429,-0.45494,0.041386,-0.17728,-0.51059,0.29767,1.8336,0.25355,-0.58975,-1.1975,0.1651,0.012372,-205001.4849,-859548.6502,0.015102,0.016029,0.032474,0.013315,0.026361,-41068.5199,-116.3448,234.6257,-109216.3525,239.1562,245.023,131.7489,255.4203,242.3057,-422125.823,-28641.2894,0.025855,0.035017,0.016504,-1854762.771,-63591.3754,-3980855.396,0.010871,1.0
1.3883,1697246.251,1.2641,-0.86338,-0.070242,0.21764,-0.27412,0.20522,1.9399,0.22869,-0.73648,-0.59882,0.17464,0.015908,-204512.3691,-857294.2405,0.015182,0.013468,0.029017,0.01261,0.025052,-41032.6172,-133.0841,234.447,-108996.3109,238.9762,244.8442,131.7136,255.2414,242.125,-421071.2847,-28630.625,0.029704,0.024431,0.015818,-1849934.595,-63498.49,-3970560.742,0.013802,1.0
0.60719,1846982.155,1.2236,0.16004,0.35866,0.87351,0.1916,0.27002,4.4495,0.22414,-1.2968,-0.97088,0.34647,0.01412,-174639.0484,-733860.2365,0.017378,0.016413,0.038592,0.01186,0.026011,-34905.8408,-125.2071,224.2588,-92979.4351,228.1357,234.6561,129.6217,245.0533,230.6205,-360087.3808,-24286.772,0.032899,0.034844,0.017599,-1585448.951,-54105.5113,-3406354.176,0.014914,0.0
0.6217,1927733.393,1.2351,0.82603,0.31585,1.1255,-0.028117,0.32939,3.3823,0.22873,-1.8531,-1.4739,0.25046,0.017862,-173705.1901,-730139.8893,0.01994,0.019959,0.048447,0.016435,0.037844,-34659.1133,-159.4883,223.938,-92441.9452,227.782,234.3352,129.5535,244.7324,230.2444,-358183.9999,-24101.1176,0.040881,0.041281,0.01924,-1577473.311,-53760.0455,-3389333.611,0.017099,0.0
-0.42008,1903601.76,1.3089,0.54866,-0.08083,1.3477,-0.026241,0.21973,3.231,0.22952,-2.0513,-1.5497,0.26674,0.017183,-174698.0885,-734381.9682,0.015563,0.016947,0.037962,0.018566,0.042641,-34832.9019,-214.1747,224.3038,-92951.4859,228.168,234.701,129.6313,245.0982,230.6443,-360261.1677,-24216.3516,0.044588,0.040175,0.01972,-1586567.567,-54041.6231,-3408742.379,0.015584,0.0
1.4888,1276763.162,1.249,-2.1444,-0.72288,1.1955,0.66478,0.25544,1.645,0.20137,-1.8295,0.11733,0.29251,0.02237,-223798.1572,-936754.5673,0.019546,0.015532,0.041533,0.020545,0.044882,-45043.3502,-116.7447,240.5905,-119374.6509,245.5214,250.9877,132.9078,261.385,249.0706,-460408.0423,-31487.2854,0.049206,0.036298,0.032461,-2020071.206,-69612.8662,-4333265.632,0.021347,1.0
1.6693,1460030.485,1.244,-2.1828,-0.51333,1.4947,0.7017,0.30855,1.2422,0.19813,-1.7016,0.44125,0.28404,0.0173,-221538.2783,-926863.7257,0.024693,0.02259,0.052947,0.021963,0.044364,-44714.7409,-151.9882,239.8414,-118256.957,244.7497,250.2386,132.7647,260.6358,248.2739,-455671.5596,-31284.4268,0.037945,0.052827,0.031805,-1998898.396,-69030.0788,-4288138.712,0.016593,1.0
1.9729,1513461.689,1.1822,-2.1826,-0.92349,0.61717,0.85604,0.35717,2.4622,0.18701,-1.3643,0.40652,0.33854,0.019266,-224856.7243,-940568.3241,0.026072,0.021773,0.057853,0.02527,0.055364,-45397.2953,-150.1131,240.8778,-120037.8625,245.8534,251.275,132.9626,261.6723,249.442,-462455.8391,-31768.5836,0.047823,0.04383,0.023017,-2028234.918,-70074.6572,-4350666.326,0.021248,1.0
-0.55052,1480076.099,1.2608,-1.6311,-0.24595,1.63,0.41372,0.20973,-0.82164,0.14743,0.1066,-1.105,0.21433,0.013417,-210977.0803,-884118.8481,0.017467,0.014894,0.036157,0.01465,0.028896,-42312.3533,-107.8369,236.5559,-112431.8768,241.2127,246.9531,132.1285,257.3505,244.4941,-434285.7414,-29528.3741,0.026367,0.033549,0.018334,-1907380.163,-65483.043,-4093042.667,0.01629,1.0
-0.66739,1732399.611,1.1995,-1.3847,0.32972,0.84039,0.39643,0.20898,0.50195,0.15829,0.40984,-1.7584,0.24047,0.013453,-205199.9489,-859536.2471,0.015033,0.014675,0.029558,0.017721,0.039601,-41276.9494,-113.4938,234.6251,-109422.9043,239.1985,245.0223,131.7487,255.4198,242.3783,-422375.4391,-28823.6194,0.027603,0.03404,0.017601,-1854736.168,-63804.8998,-3980796.923,0.016709,1.0
-0.040765,1881948.313,1.1833,-1.2457,0.33659,0.86544,0.62979,0.25903,1.2183,0.20786,0.20194,-2.3924,0.29404,0.014777,-205413.7735,-860377.5079,0.01704,0.014918,0.036622,0.018897,0.037294,-41388.9544,-111.4539,234.6913,-109592.6784,239.2703,245.0885,131.7619,255.4859,242.4579,-422795.5918,-28919.4166,0.030627,0.034777,0.014417,-1856537.892,-63942.4539,-3984640.391,0.017715,1.0
-2.0774,1373008.773,1.386,-1.9265,-0.2308,0.55731,-0.56134,0.16058,1.8262,0.2037,-1.0117,-1.5097,0.21091,0.013903,-256546.2262,-1070561.952,0.010521,0.011557,0.020871,0.011272,0.024592,-52113.4027,-123.1707,250.3289,-137167.0975,255.9411,260.7261,134.7086,271.1236,260.1532,-526990.5566,-36580.1309,0.029232,0.026366,0.012332,-2306381.847,-80241.0177,-4943276.647,0.010404,0.0
-2.6784,828774.2626,1.3859,-1.6063,0.1541,0.53884,-0.43546,0.22078,0.61015,0.16572,-1.369,-1.5285,0.20942,0.0098182,-252005.4182,-1052114.638,0.013727,0.012921,0.026309,0.011588,0.02654,-51106.074,-234.5119,249.0272,-134686.8306,254.539,259.4244,134.4741,269.8216,258.6647,-517745.6308,-35852.0301,0.021339,0.029036,0.01257,-2266923.107,-78742.1041,-4859233.876,0.010666,0.0
-2.0154,946981.6285,1.3577,-1.9036,-0.25844,0.61968,-0.63175,0.21111,1.5264,0.19611,-1.5283,-1.7065,0.18732,0.011164,-249438.0432,-1041749.307,0.013276,0.01288,0.027123,0.012459,0.025699,-50512.2748,-160.2188,248.2904,-133260.4349,253.7479,258.6876,134.3405,269.0848,257.8167,-512568.0682,-35414.5991,0.023762,0.026673,0.016171,-2244749.789,-77868.1163,-4812001.926,0.011087,0.0
0.71367,415627.5665,1.173,1.143,-0.24014,1.6465,-0.17871,0.23864,0.86356,0.15666,-2.4175,-0.33864,0.21167,0.019735,-179273.7595,-752064.1152,0.014043,0.020494,0.027358,0.015656,0.028241,-36094.6883,-74.2609,225.8366,-95623.8817,229.8819,236.2342,129.9499,246.6338,232.5049,-369425.5698,-25172.7218,0.037976,0.038738,0.021712,-1624467.981,-55784.5612,-3489584.863,0.015712,1.0
1.1648,710933.8815,1.1755,1.3776,0.13806,0.90722,0.22075,0.2642,0.89626,0.15277,-1.5643,-1.4757,0.23819,0.016528,-189363.3276,-795044.1343,0.016819,0.020757,0.028311,0.01876,0.035633,-37963.6862,-110.9167,229.5714,-100878.2072,233.7829,239.9687,130.6987,250.3669,236.6398,-390190.0746,-26472.1974,0.036005,0.043114,0.02415,-1716580.81,-58756.7614,-3686140.601,0.016347,1.0
0.4435,882392.1628,1.1944,1.3585,-0.49368,1.215,0.17269,0.19946,1.4028,0.14642,-2.0162,-1.4022,0.2257,0.01553,-177244.8087,-744959.9725,0.01457,0.019655,0.025103,0.015182,0.028702,-35355.3803,-180.2975,225.2163,-94315.407,229.1409,235.6135,129.8236,246.0107,231.6763,-365481.617,-24587.8032,0.030212,0.037821,0.0208,-1609243.41,-54837.457,-3457133.695,0.015452,1.0
3.2872,1538385.116,1.1847,-0.097253,-0.10743,-0.23126,-0.62566,0.23452,3.1431,0.19121,0.77026,-1.2933,0.30063,0.014213,-166115.4254,-699130.2434,0.012629,0.016317,0.027781,0.01421,0.032156,-33016.2456,-132.988,221.228,-88317.2844,224.8861,231.6252,128.9701,242.0225,227.1443,-342809.3639,-22913.9162,0.033155,0.039389,0.018269,-1510984.164,-51293.5044,-3247414.541,0.016993,1.0
3.3834,1394851.034,1.1848,-0.068151,-0.41634,-0.2488,-0.50906,0.27603,2.7476,0.1954,1.35,-0.98622,0.26619,0.0132,-162376.8897,-683001.972,0.020884,0.021519,0.041847,0.020326,0.042234,-31898.6249,-92.3352,219.8837,-86240.2922,223.4566,230.2812,128.6558,240.6799,225.6961,-334767.7562,-22042.4933,0.032917,0.042825,0.023282,-1476393.017,-49816.889,-3173534.488,0.017527,1.0
2.236,1918664.285,1.1637,-0.30937,-0.27401,-0.64118,-0.36523,0.25235,1.5403,0.208,1.0724,-1.2354,0.23783,0.01439,-167191.8256,-703177.7519,0.019892,0.02073,0.038855,0.016647,0.03329,-33307.6051,-134.4156,221.5853,-88935.3312,225.2792,231.9825,129.0477,242.3797,227.5885,-344875.3073,-23139.9808,0.031908,0.050205,0.019532,-1519663.676,-51697.0208,-3265943.65,0.014442,1.0
-0.41118,2101321.942,1.2909,-2.245,0.10117,0.35572,0.46937,0.16573,-0.93302,0.16475,-1.1729,-0.31535,0.23681,0.0090738,-223119.4744,-934406.7111,0.0089816,0.013934,0.019409,0.011563,0.023865,-44799.6619,-98.5993,240.4126,-118942.0991,245.3135,250.8099,132.8739,261.2073,248.8312,-459131.8559,-31290.2814,0.020743,0.027789,0.019809,-2015044.969,-69301.6476,-4322551.224,0.0085426,0.0
-0.52782,1978929.961,1.3243,-2.3319,-0.084705,0.85408,0.6716,0.17183,-1.303,0.15038,-0.62519,-0.34235,0.23561,0.0091795,-218729.2943,-915817.5875,0.013564,0.013423,0.030069,0.013219,0.029256,-44007.1158,-124.3634,239.0,-116655.404,243.8277,249.3972,132.6031,259.7946,247.278,-450044.8615,-30755.0686,0.02381,0.029649,0.014374,-1975250.679,-68020.577,-4237730.668,0.0089213,0.0
-0.76934,2163516.926,1.3072,-2.0933,0.16284,0.17898,0.68825,0.1429,-0.66072,0.18146,-1.2241,-0.095995,0.19677,0.011814,-219113.0515,-916142.7468,0.0089873,0.017815,0.017325,0.015265,0.027519,-44366.0184,-103.6348,239.0252,-117058.1734,243.9076,249.4225,132.6079,259.8198,247.4145,-450530.0368,-31072.4142,0.022871,0.035073,0.019857,-1975946.35,-68407.7312,-4239214.631,0.0097493,0.0
0.88493,1951695.152,1.2437,-3.6022,-0.1828,0.52187,0.2815,0.31626,2.0174,0.16851,-1.5221,1.3287,0.27514,0.021141,-227779.7771,-952929.0448,0.017765,0.018517,0.033692,0.020139,0.039557,-45933.8003,-158.1702,241.8057,-121562.1939,246.8288,252.2029,133.1386,262.6001,250.4631,-468496.5353,-32134.2963,0.045968,0.039003,0.023259,-2054692.484,-70935.5636,-4407053.767,0.020757,1.0
0.87488,2141647.595,1.3925,-3.7055,-0.49558,0.66642,1.3202,0.23622,1.1776,0.16736,-1.8619,0.54982,0.26525,0.013346,-227011.9419,-950513.2835,0.018609,0.018956,0.042601,0.019441,0.044513,-45507.1892,-112.8846,241.6455,-120904.2393,246.6349,252.0428,133.1043,262.4401,250.233,-467122.4401,-31769.0355,0.026923,0.042477,0.028147,-2049520.78,-70424.9578,-4396030.733,0.014219,1.0
0.83483,1909509.807,1.265,-3.1004,-0.011234,0.38928,1.2783,0.2661,2.1153,0.18218,-1.2624,0.62721,0.27608,0.015236,-228766.433,-956837.6028,0.018835,0.022922,0.035947,0.018842,0.039713,-46135.8324,-189.313,242.0981,-122088.0502,247.1456,252.4953,133.1938,262.8925,250.8063,-470466.663,-32276.6748,0.033329,0.046953,0.024604,-2063058.159,-71244.8038,-4424882.197,0.021476,1.0
1.2779,1258088.093,1.1469,0.33247,1.0911,1.0288,-0.24669,0.2109,3.1265,0.23103,-0.027748,-0.59112,0.23442,0.014237,-186821.1376,-784785.9455,0.015819,0.015937,0.034431,0.015744,0.030631,-37249.2701,-117.7213,228.5669,-99406.489,232.6936,238.9642,130.5241,249.3614,235.4326,-385096.1058,-25912.0307,0.028794,0.031407,0.015789,-1694599.676,-57789.1623,-3639254.773,0.015293,1.0
1.7752,1282253.903,1.1903,0.096625,0.69768,0.10948,-0.79074,0.25676,3.5589,0.18142,-0.75247,-0.21384,0.27207,0.018129,-182224.588,-765446.2615,0.017074,0.024734,0.031965,0.020621,0.043498,-36392.0304,-184.3439,226.9498,-96997.1257,230.9876,237.347,130.1885,247.7442,233.6385,-375624.7374,-25324.2714,0.03867,0.051748,0.021085,-1653153.793,-56423.2766,-3550830.126,0.019983,1.0
0.92866,1349097.896,1.1268,0.65623,1.2559,0.32872,-0.13305,0.42371,3.5446,0.20426,0.1682,-0.3353,0.32247,0.014848,-187692.5194,-788016.7682,0.018144,0.016708,0.035924,0.016134,0.03055,-37520.2097,-166.8263,228.8349,-99933.4861,232.9956,239.2321,130.5794,249.6293,235.7701,-386785.9445,-26125.2751,0.028441,0.036368,0.018477,-1701523.063,-58149.5486,-3654025.169,0.015471,1.0
-1.1539,1348991.009,1.3196,-0.69869,-0.16504,0.6968,-0.30217,0.19811,3.4148,0.21212,-1.2931,-1.3263,0.24717,0.012987,-234010.7155,-978064.1222,0.015788,0.016288,0.030108,0.013015,0.025552,-47311.0624,-121.7505,243.6728,-124968.1548,248.8424,254.0701,133.4895,264.4675,252.6157,-481103.6281,-33130.2093,0.027345,0.037492,0.018727,-2108486.532,-72983.5638,-4521686.978,0.013794,0.0
-1.2628,1500515.426,1.2296,-1.8032,-0.27633,0.36695,-0.052155,0.16107,4.0609,0.24448,-0.92419,-1.3016,0.25085,0.010013,-233751.2129,-977268.1897,0.011937,0.014453,0.020721,0.011911,0.025475,-47235.5312,-193.4903,243.614,-124814.2867,248.7634,254.0112,133.4786,264.4084,252.5272,-480602.8497,-33075.895,0.020839,0.031843,0.011925,-2106783.381,-72883.9074,-4518060.75,0.0108,0.0
-0.75101,1549654.707,1.2528,-2.2976,-0.21336,0.27701,0.32698,0.17479,4.2437,0.25826,-1.0747,-1.3393,0.14605,0.013921,-233145.0151,-974674.47,0.01231,0.013141,0.023126,0.010883,0.023899,-47131.0094,-146.0598,243.4224,-124502.2057,248.5667,253.8197,133.4428,264.2169,252.319,-479364.4902,-33004.8148,0.026015,0.022987,0.014403,-2101232.611,-72710.6526,-4506232.047,0.011486,0.0
2.0692,1722105.916,1.2756,-2.587,1.4165,1.3258,0.71493,0.38637,3.175,0.16819,-2.1431,0.24066,0.35657,0.014389,-171859.6925,-721931.2516,0.019242,0.01969,0.038254,0.021847,0.045051,-34427.9484,-93.7119,223.2261,-91555.6501,227.0586,233.6234,129.4012,244.021,229.4968,-354312.7959,-23967.7475,0.02869,0.035721,0.026772,-1559873.876,-53320.3698,-3351767.405,0.019245,1.0
2.6951,1489540.577,1.2565,-3.3406,0.73198,1.1634,1.4301,0.35089,3.6615,0.16334,-1.9992,0.11173,0.29852,0.027275,-171350.3689,-720408.2986,0.026036,0.019934,0.052325,0.021215,0.044102,-34188.4996,-136.8949,223.0942,-91188.3385,226.8877,233.4914,129.3731,243.8887,229.2904,-353397.6984,-23769.1625,0.058977,0.046845,0.032247,-1556609.307,-53031.4441,-3344803.708,0.031585,1.0
2.6711,1664349.056,1.1761,-2.7729,1.2681,1.5128,1.1174,0.39019,2.456,0.15713,-2.1236,0.16323,0.27381,0.025133,-169225.2238,-711696.2625,0.026269,0.023523,0.050864,0.020958,0.041838,-33725.5169,-145.2777,222.3347,-90031.1046,226.0744,232.7319,129.2096,243.1291,228.4247,-349069.6041,-23434.7722,0.049503,0.047104,0.02992,-1537929.737,-52336.226,-3304933.749,0.028224,1.0
-0.72014,2185048.642,1.1715,-0.10291,0.57577,0.4599,0.23804,0.21963,-0.16408,0.19457,-1.0324,-2.2457,0.24922,0.012449,-252996.6304,-1057016.546,0.013766,0.014929,0.030271,0.014206,0.036474,-51187.4172,-92.2959,249.9652,-135134.1804,255.4686,260.3626,134.5366,270.7612,259.6033,-519913.1378,-35899.817,0.026717,0.033614,0.015843,-2277407.956,-78929.925,-4881558.565,0.011955,0.0
-1.1141,2210106.853,1.1534,-0.27874,0.13607,-0.13636,-0.066431,0.21358,-0.87824,0.18057,-0.86633,-2.1988,0.26786,0.015189,-257866.238,-1078318.068,0.012025,0.014283,0.027249,0.015377,0.034488,-51830.8349,-79.0502,251.3657,-137488.0946,256.9231,261.7636,134.8058,272.1616,261.0842,-530207.9895,-36258.3673,0.036899,0.033898,0.015061,-2322968.425,-80133.3921,-4978600.836,0.013832,0.0
-1.0736,2162700.712,1.2019,0.38936,0.24912,0.58229,0.46441,0.26547,-0.44026,0.21045,-0.90856,-1.8557,0.29861,0.014654,-246886.9632,-1027508.97,0.01685,0.016192,0.043716,0.014047,0.032567,-50958.5436,-60.9493,248.2015,-132535.6314,253.748,258.5992,134.1535,268.9969,257.9134,-506473.5442,-35951.2771,0.03441,0.040563,0.017671,-2214276.125,-77959.0925,-4747061.674,0.016221,0.0
-1.7106,1498176.419,1.4403,-0.90399,-0.22766,0.34046,-0.52527,0.22667,1.66,0.23643,-1.8186,-1.6891,0.1948,0.010302,-231383.5968,-967930.5593,0.014333,0.012451,0.029424,0.012447,0.027152,-46639.9685,-135.0437,242.9255,-123461.5439,248.0158,253.3228,133.3492,263.72,251.7148,-475889.5034,-32627.24,0.022536,0.024157,0.013483,-2086799.717,-72031.8529,-4475476.687,0.01095,0.0
-1.6122,1629590.594,1.4709,-1.2291,-0.34,0.85076,-0.77929,0.23249,2.6143,0.20868,-1.9715,-1.8424,0.14952,0.010292,-233514.9414,-976007.7742,0.0124,0.016669,0.026807,0.011192,0.023829,-47270.1594,-156.3692,243.5213,-124750.5382,248.676,253.9185,133.4612,264.3157,252.4464,-480050.5534,-33120.3242,0.022363,0.036212,0.013162,-2104085.96,-72891.0095,-4512312.789,0.0099417,0.0
-1.6232,1406742.121,1.3992,-1.0455,-0.54703,0.27449,-0.27961,0.25858,2.0232,0.20781,-1.5552,-1.7514,0.24463,0.011943,-234393.6444,-980320.0693,0.012483,0.014778,0.029104,0.010908,0.02491,-47316.3281,-109.9789,243.8441,-125126.8286,248.9879,254.2413,133.5206,264.6388,252.7539,-481981.3355,-33124.9295,0.023028,0.03282,0.013036,-2113314.23,-73041.9549,-4531973.484,0.012467,0.0
0.94089,1793451.66,1.2883,-1.0611,-0.32602,-0.64348,2.184,0.29176,2.1744,0.16352,-3.2742,-1.7003,0.32321,0.017835,-218670.5931,-915584.214,0.02427,0.024016,0.048858,0.020253,0.043529,-43964.2587,-110.5238,238.9811,-116609.0413,243.7995,249.3784,132.5995,259.7763,247.2559,-449880.7505,-30720.7511,0.037895,0.048155,0.034241,-1974750.6,-67975.6752,-4236657.674,0.020684,1.0
1.157,1876027.611,1.2985,-1.8092,-0.11337,-0.058348,1.8502,0.40124,2.7503,0.17349,-3.5493,0.27317,0.36023,0.019856,-212858.33,-893103.3779,0.026803,0.024042,0.057107,0.021147,0.046672,-42562.4424,-35.6728,237.1669,-113320.6163,241.4024,247.567,132.2058,258.181,244.8438,-437391.4681,-29801.3929,0.034831,0.055201,0.030829,-1926470.415,-65926.7516,-4131270.852,0.020531,1.0
1.0568,1854849.538,1.2923,-2.0281,0.4263,-0.62821,1.9952,0.34665,2.648,0.1753,-3.5589,-0.74788,0.35146,0.02016,-204994.2947,-858671.1565,0.024194,0.026518,0.051951,0.020993,0.044695,-41409.7272,-92.5826,235.3695,-109524.5145,239.9591,245.7669,131.7349,256.1654,243.19,-421805.8728,-28969.7687,0.038168,0.056461,0.03508,-1852882.233,-63967.3843,-3976826.168,0.020789,1.0
-2.1678,1914002.456,1.2998,-2.1854,0.17632,0.2744,1.0602,0.31006,1.3718,0.20287,-0.86598,-2.102,0.27332,0.01682,-237078.387,-989449.1387,0.016718,0.019942,0.039082,0.018334,0.04239,-48332.4828,-78.9188,244.5105,-126880.3138,249.7898,254.9079,133.6451,265.3062,253.6655,-487090.8114,-33945.206,0.030325,0.042699,0.024557,-2132848.094,-74319.3523,-4573584.458,0.015747,1.0
-2.6001,2151878.939,1.3148,-1.8858,0.3951,0.62965,1.1072,0.28575,1.6717,0.14667,-0.81224,-2.0984,0.28916,0.015507,-238702.7775,-997310.05,0.019165,0.020263,0.036539,0.01847,0.045108,-48346.2625,-128.1737,245.0849,-127535.1767,250.3459,255.4822,133.7524,265.8794,254.2173,-490629.767,-33884.7951,0.03001,0.046989,0.021531,-2149671.302,-74529.5312,-4609444.589,0.013612,1.0
-2.4505,2080293.649,1.371,-1.2668,0.2609,0.27145,0.89371,0.23818,1.5539,0.17147,-0.94665,-1.4358,0.2594,0.016076,-238948.3575,-998510.929,0.01674,0.014188,0.036141,0.017923,0.039409,-48355.0063,-166.4312,245.1725,-127639.8887,250.4307,255.5697,133.7686,265.9669,254.3005,-491170.9526,-33882.0487,0.033379,0.030827,0.015377,-2152240.984,-74569.4708,-4614920.162,0.016727,1.0
1.6773,1580143.625,1.16,-1.3499,-0.9024,1.1767,0.69167,0.26069,0.39936,0.17054,-0.0038893,-1.0648,0.18054,0.011902,-204207.881,-855829.1201,0.012488,0.013089,0.024036,0.012308,0.025964,-41021.7875,-166.6218,234.3318,-108873.1617,238.8666,244.729,131.6906,255.1262,242.0135,-420423.329,-28632.6851,0.026352,0.030425,0.019029,-1846796.739,-63453.0798,-3963870.432,0.015221,1.0
0.91708,1509213.804,1.078,-1.2011,-1.2996,1.1402,1.1006,0.21058,0.64509,0.18899,-0.59938,-1.155,0.21708,0.011592,-200656.5695,-841307.8916,0.012898,0.013249,0.027131,0.015021,0.027594,-40252.8204,-144.5649,233.175,-106937.109,237.6227,243.5722,131.4601,253.9695,240.6947,-413170.4651,-28081.7384,0.024666,0.027863,0.014325,-1815694.097,-62298.3534,-3897543.481,0.012506,1.0
0.93384,1802951.925,1.1427,-1.0346,-0.8604,1.237,0.7245,0.22341,1.3767,0.20706,-0.14429,-1.0983,0.18958,0.012671,-199879.0756,-838225.9875,0.017607,0.0128,0.038424,0.014702,0.028986,-40052.7539,-132.1699,232.9276,-106492.1965,237.3544,243.3249,131.4107,253.7222,240.404,-411616.8826,-27929.6732,0.026701,0.025851,0.013754,-1809092.631,-62012.4523,-3883465.379,0.01429,1.0
-2.0815,1807683.2,1.3857,-0.38867,-0.45058,0.041998,1.063,0.23292,2.657,0.21051,-1.7114,-1.5947,0.22312,0.01169,-226198.9709,-945732.305,0.017403,0.014577,0.036552,0.016492,0.035503,-45768.1403,-101.9932,241.2661,-120827.6097,246.2915,251.6633,133.0362,262.0611,249.9117,-465165.211,-32046.9929,0.02948,0.03798,0.019946,-2039287.824,-70588.2139,-4374215.084,0.013177,1.0
-2.6111,1956970.311,1.2731,-1.4845,-0.44222,0.13394,0.68358,0.29792,1.163,0.17923,-1.9278,-2.5214,0.3183,0.016711,-236206.7856,-987423.9544,0.0184,0.015163,0.042918,0.017637,0.044122,-47768.3361,-160.5514,244.3621,-126153.7495,249.5616,254.7593,133.618,265.1566,253.3688,-485640.5311,-33460.6401,0.037946,0.035573,0.020144,-2128516.546,-73683.437,-4564370.29,0.015567,1.0
-2.6582,1355299.997,1.3343,-2.6421,-0.81076,0.14833,0.78088,0.2244,0.50427,0.17246,-1.2909,-3.067,0.1877,0.013406,-241171.6814,-1007732.105,0.012566,0.015898,0.027532,0.01485,0.032395,-48796.7507,-174.0383,245.844,-128820.2777,251.1433,256.2412,133.8926,266.6384,255.0532,-495722.3543,-34192.2508,0.02992,0.032581,0.015717,-2171971.709,-75251.1945,-4656958.342,0.013689,1.0
3.8884,1398797.654,1.172,-2.7697,0.52872,-0.028754,0.44865,0.43393,3.2461,0.20269,-1.1224,0.8601,0.38266,0.024474,-167894.3431,-707159.2248,0.027809,0.025806,0.070687,0.029456,0.053176,-33173.2666,-108.1394,221.9375,-89122.8717,225.6065,232.3348,129.1236,242.7321,227.8786,-346594.3043,-22978.1084,0.050503,0.060139,0.035525,-1528200.591,-51651.9502,-3284165.935,0.020766,1.0
3.4662,1628345.051,1.1129,-2.898,0.84954,-0.50886,0.83188,0.3603,2.3322,0.1707,-1.5924,1.2696,0.38824,0.030483,-168523.4654,-709272.3459,0.027014,0.030838,0.054956,0.029499,0.061386,-33462.7475,-112.2024,222.1233,-89572.3554,225.8182,232.5206,129.1636,242.918,228.1382,-347708.0267,-23225.2444,0.06312,0.064726,0.03187,-1532732.069,-52003.5095,-3293835.751,0.031024,1.0
3.6928,1613274.686,1.1266,-2.9028,0.87245,-0.34672,0.52777,0.3925,3.5062,0.15203,-1.5258,1.4267,0.35668,0.023888,-164750.1146,-692858.5896,0.027995,0.028912,0.058139,0.029338,0.058879,-32891.9287,-120.41,220.6732,-87693.2126,224.3178,231.0704,128.8491,241.4676,226.5795,-339830.7789,-22865.4785,0.047466,0.05661,0.03007,-1497534.456,-51010.437,-3218703.593,0.024134,1.0
1.2812,1763513.586,1.198,-0.507,0.90642,0.53087,-0.59982,0.35218,1.2037,0.17554,-2.0532,0.46301,0.38881,0.023106,-196904.2676,-825591.0095,0.0288,0.021755,0.058287,0.024272,0.060325,-39548.9326,-126.8463,231.9115,-104962.3489,236.2947,242.3087,131.2062,252.7059,239.2884,-405497.1553,-27594.0578,0.050473,0.051784,0.032933,-1782026.938,-61175.3118,-3825743.287,0.023151,1.0
1.7436,1476445.028,1.2367,-1.4824,1.1415,0.5079,-0.68916,0.31212,1.2104,0.17764,-2.0957,0.16899,0.34198,0.023018,-189169.0261,-794029.6468,0.022556,0.024961,0.041405,0.024711,0.052142,-37864.9451,-148.1783,229.3326,-100755.5795,233.5242,239.7298,130.6816,250.1272,236.3401,-389752.3661,-26383.1221,0.041381,0.046633,0.03857,-1714407.295,-58654.8,-3681508.966,0.021042,1.0
