tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,meanHarmToNoiseHarmonicity,meanPeriodPulses,RPDE,DFA,app_LT_entropy_log_9_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_8_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_std_7_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_mean_6_coef,f2,f1,class
-0.81785,-2740.8323,-1.05e-19,1528.4955,-2271.2956,-57669.4345,-6694.781,0.46134,-0.48178,-177976.2283,-7865.7497,0.91569,-3052.548,-115833.9995,-80657.8929,-0.62078,1.39e-20,-205281.3139,3.5745,0.24875,533.2836,5.25e-20,0.3642,0.61223,944.75,0.8113,-2.1e-20,1.0573,0.20432,0.48667,-3219.596,-0.89458,-1.9173,1808362.01,1.2797,-0.6286,-0.76741,0.96471,-0.01969,0.14429,-0.64268,0.19136,-1.8161,-0.94197,0.15344,24.696,0.004997492,0.342,0.65217,143.6006,5064.0118,122.4627,960.6155,34.6468,20.2068,50.9396,277.3656,153.9978,450.3441,2537.2435,10134.4485,598.2466,1230.2469,90.0678,3840.4834,1921.0964,211.9152,1398.378031,761.2527926,1.0
-0.87562,-2457.88,7.6e-20,1619.5111,-2066.8599,-54703.4519,-6192.5452,0.49381,-0.53421,-176270.0669,-7485.6909,0.9922,-2869.5485,-116695.8186,-81806.7493,-0.70921,1.1e-21,-224696.9871,4.6468,0.25447,579.0559,-1.34e-20,0.39943,0.69922,1131.4131,0.87236,6.07e-20,1.1957,0.23782,0.54546,-2879.7681,-0.94695,-1.7137,1857751.608,1.2758,-1.6111,-0.45889,0.41755,0.090828,0.26134,0.21583,0.19777,-1.0262,-0.90262,0.20337,22.599,0.005046861,0.35951,0.6489,143.4878,5034.9087,121.7852,955.6139,34.4711,20.1238,50.7127,276.0773,153.8851,448.0435,2525.4978,10078.5209,595.5448,1223.9718,89.6278,3819.3834,1911.0438,210.8533,1310.779405,776.751129,1.0
-0.91543,-2560.3336,-3.84e-20,1584.9404,-2066.5649,-57884.6155,-6038.6676,0.5133,-0.49681,-182109.0468,-7200.7901,0.9627,-2798.8934,-118700.2728,-81578.2098,-0.65772,-2.51e-21,-243318.2439,3.3585,0.28916,510.2336,8.810000000000001e-21,0.37548,0.68727,935.6604,0.90136,-1.94e-19,1.1089,0.20772,0.47312,-2712.9803,-0.94586,-1.3937,1721866.948,1.2551,-1.4805,-0.86909,0.59724,0.53436,0.18614,0.28328,0.2045,-1.6519,-1.0671,0.37097,22.942,0.005121715,0.42202,0.63631,143.4016,5001.8146,120.7611,948.3363,34.1868,19.9373,50.2631,273.6643,153.7988,444.4746,2503.9542,10006.5271,590.6277,1215.0299,88.8573,3791.8624,1896.5396,209.0772,1267.317574,749.2692159,1.0
-0.36124,-2060.4085,1.75e-20,811.0931,-1747.802,-60832.4867,-1105.8858,0.20233,-0.49229,-203201.1494,-834.2712,0.67241,-2305.842,-149223.0695,-95253.5837,-0.70466,-1.9e-20,-240396.6993,19.5625,0.04481,97.3302,1.05e-20,0.21435,0.71723,843.809,0.38912,-6.31e-19,0.67063,0.19812,0.51422,-2377.7587,-0.72418,1.7665,1304512.236,1.2944,-1.4753,1.0866,0.63258,0.29274,0.2497,0.83103,0.16558,-2.1694,-1.9076,0.21148,20.699,0.012101334,0.55044,0.6523,142.4261,4637.6668,117.219,873.1295,32.2218,19.2915,48.1625,262.1545,152.8235,410.5086,2294.9627,9245.953,551.4607,1112.3681,82.8833,3502.0281,1747.1012,193.5542,1036.846314,633.9655749,1.0
-1.0872,-1988.5211,-1.78e-20,929.9899,-1684.7373,-67850.7706,-2604.0874,0.32402,-0.3729,-207828.0947,-1811.7206,1.03,-2634.0602,-160718.6645,-107948.8072,-0.69683,-7.860000000000001e-21,-226018.6201,3.7667,0.15413,309.8918,5.66e-20,0.24099,0.68707,690.5029,1.1332,1.06e-18,1.2506,0.16286,0.4291,-2207.0819,-0.94335,1.5604,1492308.504,1.2763,-0.65859,0.70264,0.74057,0.63667,0.25719,0.25972,0.17015,-2.5931,-2.0174,0.17652,21.106,0.005928402,0.38952,0.66976,142.6969,4749.2287,114.4218,898.4656,32.3878,18.9086,47.6501,259.191,153.0941,421.06,2368.1189,9491.7186,559.035,1151.0222,84.2168,3596.4337,1797.1247,198.1612,1004.297593,625.2269028,1.0
-1.3082,-2119.6545,2.92e-21,764.5962,-1825.3263,-72636.9732,-4387.0366,0.31525,-0.43303,-216501.8149,-2561.97,1.5854,-2845.3059,-167584.6911,-114667.5572,-0.99344,5.7500000000000005e-21,-216674.0312,3.2395,0.22287,221.6096,1.49e-20,0.2401,0.96834,601.7399,1.591,1.46e-19,1.7894,0.15734,0.44946,-2567.5249,-1.394,1.7456,1582760.866,1.2822,-1.2541,0.4808,0.57455,0.68944,0.16045,0.54062,0.17352,-2.3298,-1.7405,0.24345,20.586,0.005820199,0.27187,0.68218,142.7384,4777.0309,115.4201,905.2634,32.6629,19.0835,48.0625,261.5233,153.1357,424.4979,2389.527,9555.1169,564.4281,1158.7898,84.9257,3620.7896,1810.5313,199.7955,1034.437553,618.7332625,1.0
-0.30384,-3940.3761,4.25e-19,1223.3693,-3311.0657,-39247.3098,-17967.4661,0.28641,-0.64357,-129598.4553,-12724.8036,0.65763,-5417.9059,-79379.8756,-58998.5648,-0.70796,-1.6700000000000002e-21,-210231.3067,4.1641,0.14055,404.0205,1.6700000000000002e-21,0.27188,0.69798,1308.3135,0.30008,1.06e-20,0.55725,0.25987,0.65006,-4732.0822,-0.66989,-4.6201,1249680.141,1.4779,-4.6986,-0.57138,-0.40639,-1.1143,0.29884,-2.5654,0.094745,-0.3555,-0.24607,0.24091,19.309,0.002413004,0.43246,0.56036,147.2912,6515.4575,157.7867,1238.6559,44.6577,26.0416,65.698,357.3558,157.6885,580.7498,3278.3433,13051.3931,771.9662,1586.8105,116.1063,4946.1097,2476.6931,273.2172,1320.356963,870.0669194,0.0
-0.85014,-3558.0769,2.5e-19,1370.8322,-2889.8885,-49716.9024,-14937.8711,0.31672,-0.72379,-137391.776,-9353.1948,0.97989,-3886.3651,-89038.7324,-67412.2144,-0.83946,-6.88e-21,-200588.1277,13.4653,0.14509,297.9285,-1.1e-20,0.32616,0.90229,1607.5567,0.78215,-3.64e-20,0.89116,0.3027,0.86455,-3585.2668,-0.88512,-3.6097,1104462.063,1.4188,-3.7186,0.095687,-0.56381,-1.4032,0.26688,-1.4162,0.14911,-0.93594,-0.17382,0.27929,14.081,0.003245632,0.55819,0.60266,146.3626,6103.0168,147.5582,1157.2248,41.7444,24.3384,61.4186,334.2988,156.7598,542.7064,3056.7208,12209.148,721.9879,1481.1073,108.5225,4626.5061,2314.2234,255.3755,1044.216869,788.4231117,0.0
-0.52701,-3958.0143,1.48e-19,1078.0503,-3246.4076,-47139.2494,-14444.6985,0.32349,-0.61722,-143703.6892,-11430.8665,0.85576,-5772.8541,-96571.7154,-68625.9615,-0.72193,-2.45e-22,-206848.5873,6.6522,0.19431,406.4281,-1.94e-21,0.26153,0.78827,1334.2168,0.52525,-1.02e-20,0.72973,0.25827,0.61427,-4793.7742,-0.83556,-4.0597,1738002.33,1.4447,-4.1129,-0.31108,-0.82097,-1.547,0.34089,-1.8663,0.1161,-0.51489,-0.32916,0.29019,15.912,0.004634221,0.58835,0.59,147.0292,6345.9838,154.1092,1203.912,43.5447,25.6917,64.6069,349.5322,157.4264,565.1748,3180.4616,12703.154,752.7344,1538.3748,113.1695,4814.1029,2407.9039,266.2563,1281.423349,836.6008919,0.0
-1.1288,-2280.7035,1.94e-20,771.6481,-1853.1571,-64671.1218,-1187.9802,0.34548,-0.36034,-201886.0524,-571.9877,0.68479,-2550.9156,-164970.5561,-101755.0828,-0.52705,-1.9e-21,-229539.2043,10.9042,0.095643,394.1215,3.96e-21,0.20292,0.52507,630.1725,1.108,4.85e-20,0.89334,0.14969,0.34839,-2439.1183,-0.73204,1.8786,1396318.704,1.1676,-1.282,1.3897,0.75872,2.7999,0.29369,1.6865,0.15732,0.38704,-0.76665,0.2606,12.897,0.00809496,0.63352,0.78342,140.8548,4172.9563,103.5801,793.2258,28.8926,16.8285,42.4757,231.8791,151.252,371.5291,2095.2274,8366.3428,493.3517,1018.8167,74.5775,3170.9434,1586.598,174.8566,1305.987805,919.8478284,1.0
-0.83116,-2319.8338,8.91e-20,318.8131,-1961.7275,-80355.0805,-1408.7677,0.21723,-0.27806,-183894.0067,-63.0851,0.33828,-3109.1535,-167576.1126,-115952.2591,-0.2814,-1e-20,-215548.0079,2.6463,0.039452,239.0316,1.94e-20,0.10396,0.29175,198.3362,0.89023,5.34e-19,0.59874,0.068965,0.26298,-2746.5535,-0.33297,0.97216,1291222.809,1.1549,-0.95852,1.034,0.70093,1.3151,0.28857,1.1378,0.13765,-2.0723,-1.3086,0.2858,3.013,0.008387685,0.71262,0.64595,140.5342,4128.6213,100.0676,783.3481,28.2943,16.552,41.7407,226.8824,150.9314,367.5118,2069.7572,8263.5809,489.1302,1002.028,73.5602,3131.5752,1566.6249,173.0113,1138.451753,762.0534308,1.0
-1.114,-2027.8949,-2.67e-20,634.4768,-1756.6397,-63509.2717,-1541.0275,0.28542,-0.31881,-166326.6819,-329.4101,0.58756,-2827.306,-158135.7821,-97648.3392,-0.51005,-4.040000000000001e-21,-191776.9459,5.9461,0.069892,353.5733,-2.03e-20,0.1804,0.48377,662.7675,1.1755,1.94e-19,0.83128,0.15605,0.33418,-2504.6798,-0.55997,2.059,1194470.983,1.1399,-1.6676,0.27159,1.7723,0.16055,0.31696,1.3788,0.17848,-0.70576,-1.2919,0.23635,9.332,0.008104727,0.78771,0.69852,140.974,4211.4806,101.5687,795.9385,28.7346,16.8058,42.2481,228.8733,151.3712,373.1055,2095.9731,8414.9513,495.2817,1019.0811,74.6339,3188.2215,1592.2929,175.6779,1175.902412,755.9685248,1.0
-0.53546,-1061.6558,7.85e-20,1213.1799,-918.3079,-58278.5136,-8852.8139,0.17318,-0.3039,-188774.8048,-5000.0473,0.64849,-1849.6059,-153245.1365,-105766.8061,-0.55518,2.57e-21,-225199.4508,3.2158,0.059497,845.5986,-1.11e-20,0.2738,0.5663,1251.6229,0.55072,-4.2e-18,0.5076,0.23651,0.29786,-1558.0536,-0.69475,-0.23415,1980210.17,1.2327,-0.98463,1.2689,-1.2256,-1.8718,0.25953,-2.6282,0.11386,0.90208,-0.23582,0.42124,9.69,0.0039153,0.60727,0.65005,144.9529,5538.0855,133.7669,1049.4487,37.845,22.0275,55.5945,302.8342,155.3501,491.8957,2769.8137,11076.933,653.3452,1344.4159,98.3652,4197.4339,2098.8599,231.4512,1763.927171,732.2269079,0.0
-0.63577,-979.6286,3.21e-20,610.3908,-729.287,-64587.3193,-9560.3221,0.11092,-0.33803,-185858.6553,-5481.4474,0.59522,-2066.3977,-145476.3644,-103244.9964,-0.52652,4.47e-21,-220235.9172,4.4949,0.041798,533.1792,-1.98e-21,0.163,0.53928,747.9561,0.62185,-6.79e-18,0.4165,0.16425,0.32,-1437.456,-0.64157,-0.46107,2161709.186,1.2759,-0.91341,0.73226,-0.14204,-0.85732,0.40454,-2.006,0.15747,0.77348,1.1677,0.23966,6.833,0.0038671,0.64336,0.67406,145.0028,5559.0576,134.2919,1053.4721,37.9882,22.156,55.8804,304.0225,155.4,493.8144,2780.7128,11118.9138,655.977,1349.4444,98.7602,4213.3487,2106.8923,232.38,1612.553463,711.1232689,0.0
-0.86291,-1760.2647,-1.69e-19,849.0361,-1287.4747,-60121.6002,-10016.9047,0.18927,-0.47221,-164255.1999,-6290.23,0.54791,-2108.5424,-128634.0297,-96639.9449,-0.58845,4.66e-21,-198253.5879,3.3827,0.058935,895.3256,5.4e-20,0.20826,0.56504,955.8484,0.88964,-2.72e-18,0.60268,0.19493,0.38767,-2055.231,-0.57765,-0.52693,1901142.961,1.2085,0.63171,1.7877,1.0716,-1.001,0.40431,-2.2392,0.1275,0.14643,0.53263,0.24673,6.631,0.003917554,0.72408,0.6726,144.9449,5530.3722,133.1093,1046.9648,37.7159,22.0243,55.4959,301.7682,155.3421,490.5204,2761.11,11055.7104,650.9298,1342.1766,98.0792,4189.1748,2093.9838,230.8013,1599.5146,883.6118593,0.0
-0.92762,-2975.1988,-1.97e-20,287.8176,-2338.2738,-74189.0151,-10217.1356,0.19836,-0.32916,-206425.9991,-9170.6103,0.32771,-3755.9678,-142511.8878,-99889.3422,-0.24798,3.5500000000000005e-21,-234340.2792,4.7496,0.051141,753.856,-1.23e-20,0.099238,0.26232,243.5328,0.90749,3.03e-20,0.64331,0.07762,0.33687,-3231.1582,-0.3337,0.08527,1438370.816,1.1944,-1.5171,-0.7195,-0.34391,-0.75368,0.29949,1.9139,0.2007,-0.99341,-1.0657,0.2361,20.551,0.004607036,0.36572,0.76943,144.0753,5222.8783,126.2196,990.2822,35.7253,20.8934,52.5823,285.9093,154.4725,464.3319,2614.801,10450.0606,617.1384,1267.8633,92.8989,3960.0287,1980.5193,218.5451,1296.298431,566.2565544,1.0
-0.88875,-2773.0187,-3.87e-20,281.5476,-2308.3771,-76906.0407,-10282.1178,0.21873,-0.24645,-191063.5451,-9615.614,0.31412,-3878.8085,-131678.9372,-94171.6487,-0.24713,-8.930000000000001e-21,-221363.6703,3.0405,0.053676,903.9941,6.84e-20,0.096561,0.17823,123.1775,0.90503,1.21e-20,0.60403,0.050745,0.23941,-3399.4207,-0.31505,0.63412,1036826.468,1.2925,-1.543,-1.0741,-0.46691,-1.4198,0.34048,1.7998,0.19007,-1.5584,-0.63195,0.24516,22.347,0.004609648,0.32329,0.7514,144.1111,5221.6798,125.8659,988.1894,35.632,20.8189,52.423,285.2061,154.5083,463.1641,2605.4444,10437.7882,615.0838,1265.8207,92.6549,3955.0,1976.563,218.0113,1477.633411,533.2502349,1.0
-0.99412,-2436.7401,1.1e-20,345.9818,-2098.9859,-78211.9133,-3292.4873,0.14656,-0.41255,-193212.3976,-8795.3665,0.5299,-3128.8934,-134481.2851,-97874.6561,-0.2583,-9.670000000000001e-21,-232816.5865,5.7628,0.023507,538.7257,1.62e-20,0.11058,0.39903,188.8121,0.75417,1.21e-19,0.84671,0.067057,0.33351,-2673.7325,-0.43732,1.2526,1568728.789,1.1751,-0.80608,-0.44811,0.30401,-0.27372,0.3175,1.2442,0.18372,-0.19705,-0.25391,0.31827,19.892,0.005205594,0.5112,0.81237,142.9367,4896.6056,118.3079,929.5104,33.4596,19.5221,49.1474,267.8939,153.334,435.2646,2458.1967,9797.7636,577.818,1193.6883,86.9648,3712.5096,1858.4328,204.5983,1505.395022,657.9278952,1.0
-0.22039,-3382.1778,9.16e-21,73.9287,-3065.7771,-103080.666,-4887.143,0.073904,-0.046086,-246373.2669,-7318.7212,0.098789,-4489.3811,-191625.0993,-134744.9385,-0.047388,-4.59e-22,-307552.2151,82.6131,0.11411,57.4994,-4.1800000000000003e-22,0.040701,0.048598,22.439,0.22039,-1.82e-20,0.18251,0.018172,0.044709,-3984.6922,-0.098789,-0.55669,1674145.597,1.2368,-0.50124,0.63798,-0.44452,-0.21285,0.2307,3.8337,0.21758,-0.92386,-0.35793,0.18084,19.986,0.006034415,0.41387,0.74531,142.5031,4706.5559,113.6251,892.3602,32.174,18.7795,47.3428,257.5322,152.9003,418.2486,2356.1342,9416.4183,555.4547,1143.4024,83.6603,3568.3057,1784.6437,196.8114,1273.116931,640.9183482,1.0
-0.45945,-3573.3255,-2.42e-21,112.4266,-3086.9551,-94329.1022,-4932.5507,0.12093,-0.11037,-222537.2408,-7148.7968,0.17046,-4493.036,-175365.6382,-125018.6679,-0.10705,1.15e-22,-285657.4431,42.2601,0.14656,192.7429,-2.29e-21,0.053073,0.10203,39.927,0.45945,-5.46e-20,0.32097,0.02609,0.088978,-4185.578,-0.17046,-1.2009,1291003.43,1.322,-0.79644,0.28845,-0.87828,-1.1046,0.19141,3.2397,0.2089,-0.58025,-0.1298,0.22038,20.687,0.005990915,0.48507,0.6926,142.5491,4722.966,114.1158,896.0707,32.3138,18.8225,47.5416,258.5701,152.9463,420.0696,2367.2043,9452.6924,557.9345,1147.8998,84.0174,3582.1841,1792.0125,197.6979,1286.253438,592.0212662,1.0
-0.20715,-3475.2246,-2.07e-20,63.4389,-3004.6741,-107116.9291,-5186.1863,0.071284,-0.043762,-240510.2586,-7209.3833,0.09172,-4478.5114,-186157.1794,-137116.1466,-0.048692,0.0,-311146.4401,70.5028,0.12312,57.3551,-8.81e-22,0.037152,0.055986,18.3484,0.20715,3.03e-20,0.17271,0.016227,0.042979,-3938.2346,-0.09172,-0.95851,1710194.444,1.2547,-0.52134,0.46252,-0.75656,-0.34115,0.20133,3.5556,0.21537,-0.39477,-0.352,0.19201,17.817,0.00591041,0.36432,0.73841,142.6126,4739.9235,114.3587,898.1298,32.3793,18.8946,47.6442,259.1062,153.0098,420.955,2370.4037,9479.8925,559.1789,1150.6843,84.1883,3592.2435,1796.2309,198.0829,1305.483401,625.6369736,1.0
-0.23009,-3322.5235,4.9300000000000006e-21,29.0942,-2966.667,-114613.9114,-1583.1605,0.036291,-0.039668,-264351.6136,-2580.2542,0.072145,-4684.6882,-220024.009,-165253.8535,-0.070467,-2.48e-21,-325253.6758,90.2271,0.0035098,90.5902,5.2400000000000006e-21,0.023657,0.071745,23.8692,0.23009,-1.97e-19,0.1194,0.019006,0.041675,-3949.3117,-0.072145,2.3814,1407600.076,1.1049,-0.8636,-0.048265,0.64455,0.21618,0.30561,5.5262,0.21072,-0.62284,1.2402,0.29979,24.297,0.007544334,0.37656,0.83549,141.3126,4325.8259,104.2517,818.5801,29.5336,17.2521,43.4416,236.384,151.7098,383.824,2157.9727,8647.4944,510.111,1047.6606,76.7968,3276.6164,1637.3804,180.6849,1028.383173,337.5269714,1.0
-0.17618,-3700.0815,-1.75e-20,27.8129,-3108.4011,-125610.95,-3536.2407,0.039206,-0.09802,-256377.1696,-5310.236,0.10646,-4514.1993,-209448.8602,-174814.7372,-0.1246,-3.67e-22,-336208.0312,93.6525,0.0069899,61.1877,-1.43e-20,0.023244,0.10088,14.944,0.17618,-2.67e-19,0.1198,0.014869,0.089911,-3986.745,-0.10646,1.8581,1584671.235,1.1103,-1.04,-0.34892,-0.3195,-0.13513,0.25826,5.7584,0.18828,-1.0487,1.3271,0.25438,22.098,0.00716589,0.40855,0.81018,141.6431,4422.1353,106.7149,836.9862,30.2051,17.6149,44.4736,241.7434,152.0403,392.465,2206.7383,8841.1202,521.6411,1071.0939,78.5262,3350.0109,1674.1755,184.7383,876.9644574,316.9812933,1.0
-0.1895,-3667.6912,3e-21,24.9518,-3075.8472,-122895.4288,-3558.9962,0.037519,-0.033477,-251883.141,-5721.3629,0.08072,-4211.7286,-208676.9591,-170134.6088,-0.061455,-4.78e-25,-318176.5091,58.7788,0.0085729,98.6739,-1.72e-21,0.021937,0.058382,15.022,0.1895,-1.24e-19,0.11973,0.014741,0.042103,-3763.0923,-0.08072,1.4813,1754903.044,1.1352,-1.1658,-0.38727,-0.2789,-0.28109,0.3038,5.4083,0.19452,-1.1841,1.4699,0.24219,21.004,0.007066202,0.5386,0.80527,141.749,4438.266,106.451,837.1742,30.1481,17.592,44.4442,241.1802,152.1463,392.1292,2201.6803,8857.3477,520.0244,1073.1295,78.4182,3355.3886,1674.8518,184.5544,1051.470401,377.3361072,1.0
-0.14379,-3572.0083,-6.03e-21,20.2856,-3215.1213,-115129.2114,-11021.5038,0.023904,-0.096396,-286544.6721,-8492.8565,0.10644,-4174.6299,-205898.9296,-150377.5729,-0.097427,4.4e-21,-346480.4273,76.9845,0.013369,62.3406,7.93e-22,0.020014,0.097445,19.7891,0.15607,-9.1e-21,0.1081,0.018048,0.086274,-3892.2171,-0.095514,2.7375,1533499.959,1.1814,-2.7355,-0.88821,0.16857,1.1595,0.39854,3.7967,0.15123,-0.97762,0.40515,0.4446,16.921,0.00475741,0.38811,0.81664,143.9346,5159.5335,124.1955,975.4833,35.1526,20.5195,51.755,281.3603,154.3318,457.1362,2570.249,10307.7279,606.9643,1249.7267,91.4204,3905.4795,1951.1983,215.1387,1240.593047,444.5545199,1.0
-0.10136,-4119.4547,-3.56e-21,22.3001,-3698.4291,-113293.0238,-13705.5393,0.023526,-0.072087,-290762.307,-9847.9722,0.070026,-4689.1081,-210057.397,-151898.95,-0.068773,4.01e-21,-352345.7837,44.162,0.025129,33.5138,-1.0100000000000002e-21,0.020264,0.072256,17.6139,0.10261,-9.1e-21,0.095241,0.016162,0.070485,-4186.3579,-0.067565,2.1142,1774904.999,1.2562,-3.315,-0.84879,0.076512,1.2877,0.48841,3.3007,0.21434,-1.4705,0.23826,0.41645,19.223,0.004574436,0.35351,0.80874,144.1244,5235.4737,126.3651,991.4496,35.7624,20.9196,52.6778,286.4468,154.5216,464.8692,2615.6593,10468.312,618.0067,1269.1922,93.0029,3966.6899,1982.9798,218.8052,1190.242813,543.723343,1.0
-0.17802,-4144.9975,-1e-21,12.6146,-3544.1548,-124664.5976,-11880.4504,0.026557,-0.075157,-296783.1385,-10440.5921,0.099139,-4544.1991,-218592.6991,-161672.5943,-0.070415,-1.6100000000000001e-21,-352663.3424,71.3661,0.034976,18.6842,-2.9700000000000003e-21,0.01596,0.081162,8.2299,0.17697,7.51e-20,0.15836,0.011075,0.063187,-4252.3962,-0.092829,2.5859,1630185.301,1.2015,-2.6134,-1.3517,0.17082,0.86808,0.50542,2.8014,0.15314,-1.2654,1.126,0.34428,16.589,0.004763214,0.45743,0.80818,144.0532,5183.2805,124.8199,978.8474,35.3177,20.5977,51.9462,282.5543,154.4505,458.9234,2576.9623,10350.3745,609.832,1252.7487,91.812,3921.3483,1958.1652,216.0472,1343.241084,417.3164378,1.0
-0.79683,-1978.6218,-2.74e-20,1078.5682,-1551.5396,-57391.4451,-1141.0561,0.32364,-0.50343,-166198.3607,-4012.3734,0.80104,-2647.6608,-141428.4881,-89520.3387,-0.74863,-1.23e-20,-215024.9569,10.6872,0.13339,303.5141,-2.11e-21,0.26989,0.72846,959.9086,0.85097,5.82e-19,0.98079,0.21365,0.49383,-2363.5948,-0.88325,-0.32011,1647776.954,1.2724,-1.0013,1.7788,1.4461,-0.76316,0.18036,0.30598,0.20257,0.078195,-0.35291,0.17024,19.238,0.007090614,0.47668,0.71228,141.5724,4419.1577,106.8227,837.4929,30.214,17.6212,44.4263,241.7179,151.9696,392.6544,2210.6388,8839.6214,521.7924,1072.3962,78.5361,3349.6769,1674.9801,184.7977,1096.611034,648.5900751,1.0
-0.85344,-2268.6354,-1.07e-19,1044.9565,-1774.1304,-63363.0681,-217.9763,0.31606,-0.4126,-166550.301,-3403.6718,0.67799,-3119.9828,-141950.6076,-94075.2364,-0.64621,3.790000000000001e-21,-213236.22,3.0422,0.095041,258.6291,2.06e-20,0.24678,0.56236,704.6983,1.0078,2.67e-19,1.1552,0.15951,0.39625,-2723.126,-0.65976,0.56873,1759926.376,1.2724,-0.71777,1.626,1.7398,-0.83398,0.21041,0.47694,0.18383,0.090807,-0.1041,0.29413,22.137,0.007099422,0.45718,0.76449,141.503,4401.1681,106.0253,833.4888,30.0209,17.532,44.1497,240.1599,151.9002,390.4673,2198.6973,8799.5729,518.1701,1068.7107,78.0591,3334.3245,1666.9538,183.6829,1021.21406,615.2088744,1.0
-0.69482,-1850.4835,6.39e-20,930.8515,-1563.5541,-61724.717,-318.3758,0.27468,-0.48819,-163780.2069,-3306.1151,0.71951,-2458.0044,-138689.158,-92365.1406,-0.66522,-3.5500000000000005e-21,-215010.4818,2.7295,0.075629,178.4904,-6.87e-21,0.23447,0.66886,917.8497,0.67555,-7.28e-20,0.7364,0.20636,0.49676,-2148.2296,-0.65729,-0.35734,1819048.469,1.2432,-0.76838,1.3903,1.8138,-0.32604,0.17083,0.57696,0.17132,0.15084,0.13618,0.16485,19.446,0.007103107,0.42171,0.76316,141.5481,4404.6485,105.8776,833.4781,30.0015,17.5038,44.1352,239.7415,151.9453,390.3133,2196.9743,8803.5141,517.4258,1069.4018,78.0197,3335.6947,1667.0439,183.6126,1105.095996,598.2207816,1.0
-0.10954,-3939.1743,-6.16e-21,6.8424,-3356.8082,-125633.1293,-3829.9526,0.019178,-0.018038,-296657.1533,-4364.5135,0.03522,-4223.0232,-243549.2758,-172068.4,-0.024986,-1.6200000000000002e-21,-349941.3202,28.2672,0.00624,90.887,3.3e-22,0.010269,0.025936,5.9585,0.10579,2.14e-20,0.063109,0.0085698,0.018462,-3886.0938,-0.030784,4.0941,1731968.015,1.1026,-1.3931,0.85655,-0.40017,0.70168,0.36013,3.8439,0.17076,-1.0891,0.34192,0.37628,22.761,0.007489321,0.36888,0.8144,141.2404,4318.909,104.103,818.0131,29.4877,17.2091,43.4042,235.8466,151.6376,383.4416,2158.1467,8636.5209,509.3437,1047.7484,76.6841,3272.6122,1636.0717,180.4551,1027.031486,366.8480026,1.0
-0.16507,-3808.8131,-3.3800000000000003e-21,20.9678,-3283.0415,-110301.0915,-3510.8386,0.028974,-0.058804,-280275.7487,-6226.5446,0.098387,-4224.128,-223982.9633,-153106.6806,-0.095592,1.9600000000000003e-21,-331532.0141,117.4627,0.013687,67.0334,4.230000000000001e-21,0.020339,0.092621,24.6352,0.17473,6.67e-20,0.12174,0.019848,0.064457,-3786.7392,-0.10827,3.051,2106667.691,1.1444,-1.5476,0.56697,0.51775,0.654,0.36337,2.9198,0.19767,-0.67468,0.21463,0.34945,22.002,0.006969227,0.42378,0.81924,141.7933,4460.4853,107.2662,842.544,30.3659,17.7232,44.679,242.8343,152.1906,394.7375,2218.1205,8907.9209,523.7003,1079.7457,78.9495,3374.9002,1685.4396,185.7826,1121.963018,366.3260955,1.0
