tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,std_12th_delta_delta,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_8_coef,std_10th_delta_delta,std_8th_delta_delta,std_10th_delta,std_9th_delta_delta,std_9th_delta,app_LT_entropy_shannon_3_coef,det_LT_entropy_log_10_coef,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_entropy_log_7_coef,app_entropy_log_9_coef,app_LT_entropy_log_8_coef,app_entropy_log_10_coef,app_entropy_log_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,std_8th_delta,std_6th_delta_delta,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_10_coef,std_11th_delta_delta,class
-0.73212,-1486.7476,2.8e-20,93.175,-1119.2916,-103278.646,-5751.6235,0.13587,-0.059902,-176552.9758,-5760.3847,0.15235,-1793.9872,-160952.3021,-137392.251,-0.10874,2.5200000000000004e-21,-208158.3289,3.2706,0.064472,469.5584,5.07e-22,0.046941,0.10197,51.9738,0.7669,-1.21e-18,0.34601,0.030238,0.062478,-1968.4921,-0.15452,-1.1141,2210106.853,1.1534,-0.27874,0.13607,-0.13636,-0.066431,0.21358,-0.87824,0.18057,-0.86633,-2.1988,0.26786,0.015189,-257866.238,-1078318.068,0.012025,0.014283,0.027249,0.015377,0.034488,-51830.8349,-79.0502,251.3657,-137488.0946,256.9231,261.7636,134.8058,272.1616,261.0842,-530207.9895,-36258.3673,0.036899,0.033898,0.015061,-2322968.425,-80133.3921,-4978600.836,0.013832,0.0
-0.3303,-1431.254,2.27e-20,33.5618,-1282.0056,-113536.4037,-5766.709,0.056834,-0.04294,-210730.2745,-6159.4364,0.094143,-2209.5436,-177097.3208,-144388.6437,-0.05991,6.610000000000001e-21,-244570.878,3.4242,0.027662,466.8857,5.29e-22,0.026373,0.064488,19.0049,0.34394,1.94e-19,0.15719,0.016798,0.047739,-1731.0274,-0.10316,-1.0736,2162700.712,1.2019,0.38936,0.24912,0.58229,0.46441,0.26547,-0.44026,0.21045,-0.90856,-1.8557,0.29861,0.014654,-246886.9632,-1027508.97,0.01685,0.016192,0.043716,0.014047,0.032567,-50958.5436,-60.9493,248.2015,-132535.6314,253.748,258.5992,134.1535,268.9969,257.9134,-506473.5442,-35951.2771,0.03441,0.040563,0.017671,-2214276.125,-77959.0925,-4747061.674,0.016221,0.0
-0.35488,-3826.0367,-3.7400000000000005e-21,48.0914,-3330.9258,-102207.0496,-5367.9698,0.069115,-0.073232,-280497.157,-2235.7868,0.13069,-4545.5532,-207277.2123,-140582.3824,-0.099476,6.42e-22,-318763.0344,14.5305,0.034541,183.7939,-1.21e-20,0.032742,0.10694,38.7382,0.35488,2.43e-20,0.19089,0.025852,0.075079,-4052.6117,-0.13069,-1.7106,1498176.419,1.4403,-0.90399,-0.22766,0.34046,-0.52527,0.22667,1.66,0.23643,-1.8186,-1.6891,0.1948,0.010302,-231383.5968,-967930.5593,0.014333,0.012451,0.029424,0.012447,0.027152,-46639.9685,-135.0437,242.9255,-123461.5439,248.0158,253.3228,133.3492,263.72,251.7148,-475889.5034,-32627.24,0.022536,0.024157,0.013483,-2086799.717,-72031.8529,-4475476.687,0.01095,0.0
-0.54576,-3713.4458,-7.31e-22,64.7924,-3276.4317,-100306.1693,-6786.9792,0.10836,-0.08075,-268648.0808,-3122.7879,0.13559,-4730.0344,-205254.5963,-139712.1077,-0.11646,0.0,-293487.7236,73.0643,0.067356,293.6122,9.070000000000001e-21,0.038434,0.11637,54.0048,0.54576,2.65e-20,0.25696,0.031727,0.12352,-3965.4518,-0.13559,-1.6122,1629590.594,1.4709,-1.2291,-0.34,0.85076,-0.77929,0.23249,2.6143,0.20868,-1.9715,-1.8424,0.14952,0.010292,-233514.9414,-976007.7742,0.0124,0.016669,0.026807,0.011192,0.023829,-47270.1594,-156.3692,243.5213,-124750.5382,248.676,253.9185,133.4612,264.3157,252.4464,-480050.5534,-33120.3242,0.022363,0.036212,0.013162,-2104085.96,-72891.0095,-4512312.789,0.0099417,0.0
-0.46008,-3682.2897,-8.04e-21,62.4994,-3174.9108,-106066.4375,-6047.2225,0.093738,-0.062302,-277059.6142,-2489.9827,0.13695,-4845.642,-213565.3171,-147196.5176,-0.088812,-4.89e-22,-300643.6324,55.2773,0.057081,227.3142,1.31e-20,0.037511,0.086696,35.2422,0.46008,-7.58e-20,0.22482,0.02441,0.059024,-4220.5847,-0.13695,-1.6232,1406742.121,1.3992,-1.0455,-0.54703,0.27449,-0.27961,0.25858,2.0232,0.20781,-1.5552,-1.7514,0.24463,0.011943,-234393.6444,-980320.0693,0.012483,0.014778,0.029104,0.010908,0.02491,-47316.3281,-109.9789,243.8441,-125126.8286,248.9879,254.2413,133.5206,264.6388,252.7539,-481981.3355,-33124.9295,0.023028,0.03282,0.013036,-2113314.23,-73041.9549,-4531973.484,0.012467,0.0
-0.16887,-3965.7537,-2.92e-21,41.5269,-3428.1668,-106920.5216,-9013.8287,0.037968,-0.048225,-285793.461,-8958.3848,0.10273,-4317.9273,-211130.7855,-145441.9082,-0.064004,-2.14e-21,-314508.329,14.0198,0.068824,76.0643,-3.1900000000000003e-21,0.0292,0.069711,28.3983,0.16636,1.36e-20,0.13171,0.020927,0.047961,-3909.4695,-0.10628,0.94089,1793451.66,1.2883,-1.0611,-0.32602,-0.64348,2.184,0.29176,2.1744,0.16352,-3.2742,-1.7003,0.32321,0.017835,-218670.5931,-915584.214,0.02427,0.024016,0.048858,0.020253,0.043529,-43964.2587,-110.5238,238.9811,-116609.0413,243.7995,249.3784,132.5995,259.7763,247.2559,-449880.7505,-30720.7511,0.037895,0.048155,0.034241,-1974750.6,-67975.6752,-4236657.674,0.020684,1.0
-0.11577,-4048.445,1.6200000000000002e-21,15.606,-3567.7032,-122623.7434,-8631.2076,0.024874,-0.04003,-300788.1271,-10212.3803,0.0556,-4521.622,-229515.903,-165490.6931,-0.047828,-4.88e-22,-334556.5207,14.4655,0.072506,21.9808,-3.1300000000000002e-21,0.016673,0.040466,9.4045,0.12188,-2.43e-20,0.09045,0.011211,0.03599,-4247.2379,-0.061538,1.157,1876027.611,1.2985,-1.8092,-0.11337,-0.058348,1.8502,0.40124,2.7503,0.17349,-3.5493,0.27317,0.36023,0.019856,-212858.33,-893103.3779,0.026803,0.024042,0.057107,0.021147,0.046672,-42562.4424,-35.6728,237.1669,-113320.6163,241.4024,247.567,132.2058,258.181,244.8438,-437391.4681,-29801.3929,0.034831,0.055201,0.030829,-1926470.415,-65926.7516,-4131270.852,0.020531,1.0
-0.25377,-3779.6745,-9.5e-21,50.1701,-3428.5005,-101187.4887,-7758.8734,0.053123,-0.087807,-284850.1474,-9550.4644,0.1121,-3916.1431,-210865.4216,-142455.3472,-0.1007,-3.2400000000000004e-21,-314480.3289,38.0475,0.095178,91.08,8.81e-22,0.032938,0.096901,45.1591,0.26273,2.12e-20,0.17872,0.027621,0.079686,-3578.5822,-0.11188,1.0568,1854849.538,1.2923,-2.0281,0.4263,-0.62821,1.9952,0.34665,2.648,0.1753,-3.5589,-0.74788,0.35146,0.02016,-204994.2947,-858671.1565,0.024194,0.026518,0.051951,0.020993,0.044695,-41409.7272,-92.5826,235.3695,-109524.5145,239.9591,245.7669,131.7349,256.1654,243.19,-421805.8728,-28969.7687,0.038168,0.056461,0.03508,-1852882.233,-63967.3843,-3976826.168,0.020789,1.0
-0.76381,-2365.5123,6.8e-20,1028.6133,-1875.9565,-60097.6972,-4301.2329,0.33562,-0.51059,-222743.9202,-8148.1606,0.74613,-3507.412,-136800.653,-86391.6152,-0.66811,-2.83e-20,-292895.9108,4.12,0.20743,283.7072,-1.32e-20,0.25724,0.63841,747.1615,0.7161,2.43e-20,0.85889,0.17944,0.50022,-2940.3218,-0.7168,-2.1678,1914002.456,1.2998,-2.1854,0.17632,0.2744,1.0602,0.31006,1.3718,0.20287,-0.86598,-2.102,0.27332,0.01682,-237078.387,-989449.1387,0.016718,0.019942,0.039082,0.018334,0.04239,-48332.4828,-78.9188,244.5105,-126880.3138,249.7898,254.9079,133.6451,265.3062,253.6655,-487090.8114,-33945.206,0.030325,0.042699,0.024557,-2132848.094,-74319.3523,-4573584.458,0.015747,1.0
-0.9828,-2367.0397,-6.65e-20,1043.5736,-1968.3594,-54741.4639,-5568.6286,0.35079,-0.50082,-209397.2789,-7615.1535,0.76719,-3630.7604,-120763.1804,-75166.4895,-0.61483,-1.66e-20,-258748.2403,3.0037,0.19032,507.3908,3.56e-20,0.25272,0.6166,720.972,0.99301,0.0,0.98852,0.17147,0.45464,-2968.0639,-0.79551,-2.6001,2151878.939,1.3148,-1.8858,0.3951,0.62965,1.1072,0.28575,1.6717,0.14667,-0.81224,-2.0984,0.28916,0.015507,-238702.7775,-997310.05,0.019165,0.020263,0.036539,0.01847,0.045108,-48346.2625,-128.1737,245.0849,-127535.1767,250.3459,255.4822,133.7524,265.8794,254.2173,-490629.767,-33884.7951,0.03001,0.046989,0.021531,-2149671.302,-74529.5312,-4609444.589,0.013612,1.0
-0.94517,-2604.3397,2.26e-20,1227.488,-2126.2748,-55680.4459,-4808.5436,0.44093,-0.5259,-215408.8814,-8729.857,0.82464,-3992.8973,-127484.62,-80443.0373,-0.61592,-2.21e-20,-248067.5755,6.197,0.31008,183.153,1.01e-20,0.29642,0.6619,752.2095,0.9157,1.09e-19,1.1539,0.1768,0.50342,-3219.5459,-0.83715,-2.4505,2080293.649,1.371,-1.2668,0.2609,0.27145,0.89371,0.23818,1.5539,0.17147,-0.94665,-1.4358,0.2594,0.016076,-238948.3575,-998510.929,0.01674,0.014188,0.036141,0.017923,0.039409,-48355.0063,-166.4312,245.1725,-127639.8887,250.4307,255.5697,133.7686,265.9669,254.3005,-491170.9526,-33882.0487,0.033379,0.030827,0.015377,-2152240.984,-74569.4708,-4614920.162,0.016727,1.0
-1.1027,-3619.5976,-1.24e-20,861.8487,-3011.7675,-68568.5492,-4209.3428,0.36703,-0.26756,-197092.8896,-11161.2438,0.58413,-4583.9451,-182106.7501,-108918.9431,-0.43989,9.760000000000001e-21,-202258.58,3.922,0.20232,533.7102,7.15e-20,0.21264,0.44757,604.3396,1.1152,3.64e-20,0.87967,0.14146,0.248,-4144.2814,-0.59387,1.6773,1580143.625,1.16,-1.3499,-0.9024,1.1767,0.69167,0.26069,0.39936,0.17054,-0.0038893,-1.0648,0.18054,0.011902,-204207.881,-855829.1201,0.012488,0.013089,0.024036,0.012308,0.025964,-41021.7875,-166.6218,234.3318,-108873.1617,238.8666,244.729,131.6906,255.1262,242.0135,-420423.329,-28632.6851,0.026352,0.030425,0.019029,-1846796.739,-63453.0798,-3963870.432,0.015221,1.0
-1.1046,-3411.8786,6.01e-20,929.0286,-2847.9832,-60152.2991,-4682.3505,0.3763,-0.38813,-179608.052,-10845.6972,0.69518,-4186.6941,-155488.7482,-93714.5503,-0.63641,-2.8800000000000002e-21,-186381.6679,31.8286,0.24049,358.2507,5.47e-20,0.23005,0.62947,878.0662,1.0281,-1.03e-19,0.91764,0.19092,0.46844,-3701.9759,-0.7161,0.91708,1509213.804,1.078,-1.2011,-1.2996,1.1402,1.1006,0.21058,0.64509,0.18899,-0.59938,-1.155,0.21708,0.011592,-200656.5695,-841307.8916,0.012898,0.013249,0.027131,0.015021,0.027594,-40252.8204,-144.5649,233.175,-106937.109,237.6227,243.5722,131.4601,253.9695,240.6947,-413170.4651,-28081.7384,0.024666,0.027863,0.014325,-1815694.097,-62298.3534,-3897543.481,0.012506,1.0
-1.2477,-3314.5516,2.48e-20,1111.2497,-2649.6261,-63657.3974,-4190.7331,0.49462,-0.29043,-219301.7957,-10387.4957,0.62005,-4179.5122,-157613.2441,-94478.8273,-0.50901,-3.5500000000000005e-21,-227367.1215,3.1519,0.30559,384.81,2.0300000000000002e-21,0.25627,0.52356,567.0547,1.2791,1.21e-20,1.0269,0.13954,0.33868,-3719.8699,-0.676,0.93384,1802951.925,1.1427,-1.0346,-0.8604,1.237,0.7245,0.22341,1.3767,0.20706,-0.14429,-1.0983,0.18958,0.012671,-199879.0756,-838225.9875,0.017607,0.0128,0.038424,0.014702,0.028986,-40052.7539,-132.1699,232.9276,-106492.1965,237.3544,243.3249,131.4107,253.7222,240.404,-411616.8826,-27929.6732,0.026701,0.025851,0.013754,-1809092.631,-62012.4523,-3883465.379,0.01429,1.0
-0.44772,-3521.2302,1.57e-21,496.0499,-3147.0878,-72791.777,-6525.9074,0.18468,-0.20826,-235775.8893,-9238.53,0.43262,-4902.9802,-157441.4259,-104626.5164,-0.36094,-3.8199999999999996e-23,-276035.522,17.2913,0.15673,215.2016,4.85e-22,0.13733,0.36431,284.4451,0.44772,-9.7e-20,0.48497,0.086422,0.19636,-4371.4769,-0.43262,-2.0815,1807683.2,1.3857,-0.38867,-0.45058,0.041998,1.063,0.23292,2.657,0.21051,-1.7114,-1.5947,0.22312,0.01169,-226198.9709,-945732.305,0.017403,0.014577,0.036552,0.016492,0.035503,-45768.1403,-101.9932,241.2661,-120827.6097,246.2915,251.6633,133.0362,262.0611,249.9117,-465165.211,-32046.9929,0.02948,0.03798,0.019946,-2039287.824,-70588.2139,-4374215.084,0.013177,1.0
-0.99209,-3483.4166,8.04e-21,1679.3012,-3145.535,-57132.5484,-11077.8107,0.45221,-0.48675,-201479.161,-9195.3927,1.2584,-4859.3332,-127827.1359,-87068.3245,-0.90335,0.0,-244567.3363,7.9296,0.22983,344.9986,1.55e-20,0.41084,0.91762,1216.9726,0.99209,-8.49e-20,1.3022,0.25702,0.51329,-4163.2919,-1.2584,-2.6111,1956970.311,1.2731,-1.4845,-0.44222,0.13394,0.68358,0.29792,1.163,0.17923,-1.9278,-2.5214,0.3183,0.016711,-236206.7856,-987423.9544,0.0184,0.015163,0.042918,0.017637,0.044122,-47768.3361,-160.5514,244.3621,-126153.7495,249.5616,254.7593,133.618,265.1566,253.3688,-485640.5311,-33460.6401,0.037946,0.035573,0.020144,-2128516.546,-73683.437,-4564370.29,0.015567,1.0
-1.1937,-3830.8914,1.13e-19,1781.7057,-3361.4233,-39180.8992,-14754.7688,0.63777,-0.64675,-188414.0902,-9958.6825,1.1065,-5026.2315,-104167.487,-61742.7611,-0.89984,-2.75e-22,-250378.4611,95.309,0.24573,436.7068,-2.7700000000000004e-21,0.48922,0.93952,1816.8439,1.1937,-9.1e-21,1.3518,0.37326,0.65521,-4587.4338,-1.1065,-2.6582,1355299.997,1.3343,-2.6421,-0.81076,0.14833,0.78088,0.2244,0.50427,0.17246,-1.2909,-3.067,0.1877,0.013406,-241171.6814,-1007732.105,0.012566,0.015898,0.027532,0.01485,0.032395,-48796.7507,-174.0383,245.844,-128820.2777,251.1433,256.2412,133.8926,266.6384,255.0532,-495722.3543,-34192.2508,0.02992,0.032581,0.015717,-2171971.709,-75251.1945,-4656958.342,0.013689,1.0
-0.30139,-3427.9279,-2.7e-20,21.6416,-3059.0397,-110235.3471,-7627.3916,0.050178,-0.057189,-263277.4443,-2327.485,0.083786,-3521.461,-210665.1847,-148020.1777,-0.060251,-1.65e-21,-306806.7621,24.1845,0.032074,105.7147,-4.9300000000000006e-21,0.019926,0.05813,13.4466,0.31213,3.64e-20,0.16155,0.013731,0.051037,-3137.3167,-0.11035,3.8884,1398797.654,1.172,-2.7697,0.52872,-0.028754,0.44865,0.43393,3.2461,0.20269,-1.1224,0.8601,0.38266,0.024474,-167894.3431,-707159.2248,0.027809,0.025806,0.070687,0.029456,0.053176,-33173.2666,-108.1394,221.9375,-89122.8717,225.6065,232.3348,129.1236,242.7321,227.8786,-346594.3043,-22978.1084,0.050503,0.060139,0.035525,-1528200.591,-51651.9502,-3284165.935,0.020766,1.0
-0.27539,-3517.2341,-3.62e-20,26.849,-3012.6007,-110702.5062,-7878.5165,0.043671,-0.051369,-245545.993,-2853.6228,0.079384,-4195.1959,-202677.3388,-147216.3714,-0.064306,-6e-21,-292838.3173,23.7145,0.039272,84.6913,1.72e-20,0.022624,0.058882,16.2848,0.27755,1.58e-19,0.14907,0.015344,0.05025,-3884.5505,-0.10418,3.4662,1628345.051,1.1129,-2.898,0.84954,-0.50886,0.83188,0.3603,2.3322,0.1707,-1.5924,1.2696,0.38824,0.030483,-168523.4654,-709272.3459,0.027014,0.030838,0.054956,0.029499,0.061386,-33462.7475,-112.2024,222.1233,-89572.3554,225.8182,232.5206,129.1636,242.918,228.1382,-347708.0267,-23225.2444,0.06312,0.064726,0.03187,-1532732.069,-52003.5095,-3293835.751,0.031024,1.0
-0.24836,-3399.7549,1.11e-20,23.5716,-2933.7853,-117041.0184,-8037.7789,0.048419,-0.047264,-257269.9297,-2561.4113,0.077471,-3850.8041,-214978.2405,-156118.5317,-0.055498,2.14e-21,-304537.4355,88.3948,0.040339,64.591,-3.04e-21,0.020979,0.054336,10.405,0.27321,8.49e-20,0.15764,0.011858,0.04986,-3455.3736,-0.077442,3.6928,1613274.686,1.1266,-2.9028,0.87245,-0.34672,0.52777,0.3925,3.5062,0.15203,-1.5258,1.4267,0.35668,0.023888,-164750.1146,-692858.5896,0.027995,0.028912,0.058139,0.029338,0.058879,-32891.9287,-120.41,220.6732,-87693.2126,224.3178,231.0704,128.8491,241.4676,226.5795,-339830.7789,-22865.4785,0.047466,0.05661,0.03007,-1497534.456,-51010.437,-3218703.593,0.024134,1.0
-0.75969,-3517.3128,1.83e-20,175.5289,-2954.6146,-90777.9043,-2836.6286,0.12677,-0.1368,-181019.7275,-5687.7101,0.29079,-4039.8725,-171962.1023,-130264.9657,-0.20532,1.1e-21,-215426.6181,97.4219,0.064549,398.1285,1.24e-20,0.071002,0.2127,115.302,0.81786,2.64e-19,0.48296,0.048672,0.13227,-3594.8594,-0.31251,1.2812,1763513.586,1.198,-0.507,0.90642,0.53087,-0.59982,0.35218,1.2037,0.17554,-2.0532,0.46301,0.38881,0.023106,-196904.2676,-825591.0095,0.0288,0.021755,0.058287,0.024272,0.060325,-39548.9326,-126.8463,231.9115,-104962.3489,236.2947,242.3087,131.2062,252.7059,239.2884,-405497.1553,-27594.0578,0.050473,0.051784,0.032933,-1782026.938,-61175.3118,-3825743.287,0.023151,1.0
-0.70172,-3534.5765,-2.08e-20,169.6702,-2987.7954,-89144.667,-4286.9007,0.1336,-0.11204,-195109.1752,-4130.122,0.2438,-3807.6793,-183213.1339,-135155.2475,-0.19467,-5.170000000000001e-21,-237477.0476,61.1061,0.081593,406.741,-2.41e-20,0.069421,0.16855,140.5296,0.69806,-3.03e-20,0.36363,0.054382,0.095964,-3432.7433,-0.24724,1.7436,1476445.028,1.2367,-1.4824,1.1415,0.5079,-0.68916,0.31212,1.2104,0.17764,-2.0957,0.16899,0.34198,0.023018,-189169.0261,-794029.6468,0.022556,0.024961,0.041405,0.024711,0.052142,-37864.9451,-148.1783,229.3326,-100755.5795,233.5242,239.7298,130.6816,250.1272,236.3401,-389752.3661,-26383.1221,0.041381,0.046633,0.03857,-1714407.295,-58654.8,-3681508.966,0.021042,1.0
-0.53815,-3632.9549,6.65e-20,174.032,-3013.7839,-93944.8911,-2441.6681,0.0997,-0.09702,-193701.2074,-6651.8974,0.28016,-3949.8263,-184099.5388,-136091.0577,-0.15948,-5.3200000000000004e-21,-228585.9477,81.7748,0.039814,415.8435,3.7e-21,0.070861,0.16648,118.0093,0.55517,4.85e-20,0.33051,0.049407,0.10167,-3519.0616,-0.25567,1.8696,1733624.223,1.1647,-1.3667,0.57152,0.95783,-0.30536,0.40178,2.3952,0.20142,-2.0149,0.54861,0.30642,0.027876,-199921.1159,-838023.778,0.028525,0.021491,0.063114,0.024793,0.051822,-40180.4118,-130.3842,232.9114,-106597.262,237.3613,243.3087,131.4075,253.7059,240.4197,-411656.8154,-28044.3548,0.058858,0.045138,0.033678,-1808659.513,-62138.3135,-3882542.41,0.026182,1.0
-0.072816,-4768.1116,-1.37e-22,14.254,-4107.0458,-123144.0139,-11070.1799,0.023151,-0.024747,-279440.1345,-12350.9103,0.045761,-5933.229,-214388.3857,-158260.7657,-0.035977,-3.8199999999999995e-24,-335592.4484,91.8248,0.16355,8.5752,-8.37e-22,0.015632,0.031651,6.8704,0.072816,3.79e-22,0.065033,0.0093593,0.02618,-5150.5984,-0.045761,-3.0653,1395757.851,1.3112,-0.71187,0.34512,0.30707,-1.3184,0.29313,1.2875,0.1417,-1.2788,-0.073432,0.27781,0.022378,-222475.6041,-931279.3461,0.026014,0.022671,0.052226,0.021173,0.047995,-44746.8859,-111.8612,240.1759,-118649.5623,245.0762,250.5732,132.8287,260.9707,248.6046,-457674.5996,-31273.8819,0.045334,0.052024,0.0225,-2008350.625,-69172.1436,-4308281.83,0.015653,1.0
-0.085396,-4847.326,-1.3700000000000002e-21,10.3644,-4000.7369,-123597.9714,-11371.9362,0.017627,-0.040153,-288632.1465,-11911.4591,0.052309,-6052.9605,-216348.1073,-159230.393,-0.044683,-1.1499999999999999e-23,-345467.0707,71.2901,0.1086,6.1171,-1.3700000000000002e-21,0.013345,0.038026,7.503,0.085396,6.820000000000001e-21,0.072007,0.010051,0.042056,-5202.9872,-0.052309,-2.7968,1302764.117,1.2849,-0.57982,0.22883,0.46662,-0.98061,0.31973,1.3588,0.13268,-1.0438,-0.0062851,0.34834,0.025467,-225571.9841,-944453.2398,0.019882,0.029943,0.03977,0.027231,0.058969,-45061.2087,-105.7363,241.1667,-120149.7623,246.1266,251.564,133.0181,261.9616,249.6826,-464198.8692,-31396.3663,0.053886,0.064841,0.029095,-2036549.609,-69889.6495,-4368381.61,0.018341,1.0
-0.06207,-4647.4638,6.120000000000001e-21,10.1218,-4067.4422,-120681.5346,-10555.0915,0.018822,-0.027481,-295468.1783,-12191.8409,0.049726,-6029.934,-217434.9945,-157395.5377,-0.034393,-1.1499999999999999e-23,-355182.4411,76.0861,0.12258,7.033,4.07e-22,0.01296,0.0365,6.1727,0.06207,6.0700000000000005e-21,0.059196,0.0088479,0.030011,-5277.8735,-0.049726,-2.6269,1208459.313,1.3161,-0.71993,0.32498,0.55357,-0.97404,0.31123,1.6806,0.15122,-1.1942,-0.2679,0.26621,0.019289,-221010.7142,-925328.5104,0.022153,0.021961,0.049164,0.02009,0.042365,-44441.608,-116.6201,239.7248,-117857.4574,244.5962,250.122,132.7423,260.5193,248.0875,-454731.8724,-31054.1393,0.041359,0.048225,0.024388,-1995611.75,-68709.1166,-4281131.862,0.019966,1.0
-0.21263,-3849.1035,-5.55e-20,130.5758,-3380.216,-93825.8114,-14333.1105,0.081897,-0.083622,-198476.421,-9704.9715,0.15602,-4813.8274,-137971.1567,-106652.7858,-0.077628,-6.12e-23,-261382.546,29.7681,0.10571,186.7662,1.05e-20,0.058056,0.08893,65.8511,0.21263,0.0,0.19198,0.033744,0.074073,-4051.4257,-0.15602,-2.4533,1319184.932,1.2994,-1.03,-1.3039,-0.70199,-0.51984,0.22868,1.607,0.19669,-1.6076,-0.042897,0.25307,0.020942,-244359.8981,-1020626.351,0.018728,0.014795,0.036745,0.01812,0.034436,-49519.5311,-162.9798,246.776,-130579.5605,252.1426,257.1732,134.0641,267.5704,256.1246,-502152.4947,-34721.9381,0.042674,0.030054,0.018159,-2199559.966,-76322.4387,-4715734.471,0.012637,1.0
-0.21154,-3876.9874,2.47e-20,82.7085,-3296.4725,-103453.8404,-15467.8006,0.066612,-0.05128,-213668.6657,-10717.7096,0.11938,-4857.1973,-155186.2037,-120806.5634,-0.065278,4.5899999999999996e-23,-271510.1282,86.6004,0.087289,197.7826,2.7700000000000004e-21,0.043926,0.07249,42.7012,0.21154,7.28e-20,0.17854,0.026369,0.055984,-4250.082,-0.11938,-2.4226,1552011.464,1.2952,-0.1294,-0.81902,-0.98326,-0.94954,0.2057,1.468,0.24175,-1.3052,-0.97007,0.23637,0.016393,-244195.3978,-1020021.263,0.01458,0.013873,0.029209,0.012325,0.030572,-49422.9515,-143.26,246.7349,-130443.3583,252.0885,257.1321,134.0561,267.5295,256.072,-501786.8571,-34642.4925,0.038395,0.031333,0.019412,-2198265.232,-76208.6963,-4712973.76,0.015469,1.0
-0.086007,-3758.6512,-6.7600000000000005e-21,12.8805,-3290.6715,-125596.5774,-12514.1279,0.024613,-0.022147,-248062.7617,-9470.2318,0.04063,-4941.974,-184937.4459,-149543.3753,-0.031853,3.06e-23,-327244.9961,19.6659,0.023325,63.2527,2.51e-21,0.014772,0.025809,5.6716,0.086007,6.820000000000001e-21,0.069357,0.0083177,0.024851,-4244.9303,-0.04063,-1.7257,1796855.18,1.2163,0.0078227,-1.1222,-1.0812,-0.63218,0.26609,3.5581,0.20893,-0.70656,-0.015401,0.20463,0.014875,-237271.6541,-992176.6188,0.019938,0.017037,0.038334,0.014055,0.029524,-47852.7021,-106.1933,244.712,-126644.9018,249.9077,255.1093,133.6826,265.507,253.733,-487828.1671,-33494.6132,0.031482,0.040339,0.021461,-2138686.236,-73901.0121,-4586032.797,0.017238,1.0
-0.76644,-2096.8336,1.9e-20,325.2085,-1711.2215,-72192.9186,-1924.6827,0.14474,-0.23487,-234342.8218,-9259.2965,0.3914,-3303.2956,-168663.4361,-104554.9648,-0.34175,9.480000000000001e-21,-278640.3317,17.7802,0.026739,537.0505,-1.87e-20,0.109,0.33571,300.0374,0.73813,-4.85e-19,0.49678,0.092579,0.19815,-2759.9989,-0.35906,4.1381,1071506.435,1.2564,-0.19392,1.2056,0.66258,-0.1587,0.2049,2.8844,0.20296,0.45985,-1.5573,0.24446,0.012323,-186408.0504,-782707.4662,0.016209,0.013142,0.029663,0.01571,0.029395,-37260.9546,-156.9746,228.394,-99251.006,232.5253,238.7912,130.4884,249.1884,235.2723,-384156.7358,-25943.0526,0.022545,0.024906,0.014653,-1690145.845,-57750.6934,-3629753.387,0.01577,1.0
