std_MFCC_10th_coef,mean_8th_delta_delta,mean_MFCC_5th_coef,mean_MFCC_7th_coef,VFER_NSR_SEO,GNE_SNR_SEO,mean_MFCC_10th_coef,mean_MFCC_6th_coef,mean_MFCC_8th_coef,IMF_NSR_entropy,VFER_NSR_TKEO,mean_MFCC_4th_coef,mean_MFCC_1st_coef,mean_MFCC_3rd_coef,mean_MFCC_9th_coef,mean_MFCC_2nd_coef,mean_12th_delta_delta,mean_MFCC_12th_coef,std_MFCC_9th_coef,mean_MFCC_11th_coef,mean_11th_delta,std_12th_delta_delta,std_9th_delta,std_8th_delta,app_LT_entropy_log_8_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,det_LT_entropy_log_10_coef,std_10th_delta_delta,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_8_coef,det_entropy_log_9_coef,app_entropy_log_10_coef,std_8th_delta_delta,std_9th_delta_delta,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,det_entropy_log_8_coef,app_entropy_log_7_coef,app_LT_entropy_shannon_9_coef,det_LT_entropy_log_9_coef,app_entropy_log_6_coef,std_11th_delta_delta,app_LT_entropy_shannon_10_coef,std_10th_delta,app_entropy_log_9_coef,app_LT_entropy_shannon_4_coef,std_6th_delta_delta,det_entropy_log_10_coef,class
0.25107,0.0001424,0.3189,0.97813,1.1503,1265197.124,-1.4249,-1.1503,1.5173,0.22372,1.1987,-0.015271,6.0167,-0.13249,-1.1423,2.2563,-0.00071367,0.4768,0.27734,0.35154,-0.00082664,0.018871,0.032588,0.035642,132.4363,-30283.225,0.036257,-142.4929,0.01457,-43372.028,-904548.5614,14.2074,258.9305,0.01903,0.017629,238.136,-115135.5924,-215959.6773,-444481.7271,16.8941,242.9097,-1951124.178,-140.5344,246.2889,0.016501,-4186302.313,0.027933,248.5333,-67089.0054,0.018303,14.9825,1.0
0.1791,-8.72e-05,-2.3257,0.42919,1.4595,1576578.814,-0.35478,-1.169,-0.02561,0.22413,1.2853,-0.68734,6.9057,-1.2421,-0.70888,1.6374,-0.00021836,-0.62774,0.19282,-3.23e-05,-0.00037737,0.013326,0.030864,0.029735,133.7749,-33834.886,0.02677,-141.79,0.01306,-48305.9554,-998979.2619,-9.1683,266.0009,0.01463,0.014949,245.2065,-127628.8798,-239009.219,-491327.7085,-11.018,250.4551,-2153243.083,-171.106,254.321,0.010547,-4617054.976,0.025108,255.6037,-74529.3465,0.015052,20.1372,1.0
0.24018,-0.00030749,-2.1113,-0.5796,1.4738,1436117.515,-0.75057,-1.0415,0.19156,0.24605,1.3646,-0.79946,7.3524,-1.3966,-0.038998,2.0703,-0.00011505,-0.35699,0.25466,-0.073514,-0.00071062,0.01754,0.033358,0.032462,133.8183,-33997.3212,0.03471,-177.7591,0.01613,-48522.4557,-1002193.892,-31.0207,266.2352,0.016704,0.01731,245.4408,-128098.485,-239827.5224,-492988.1131,-30.0783,250.7153,-2160121.608,-193.0698,254.5983,0.013986,-4631710.595,0.032598,255.838,-74831.7856,0.017898,-16.2526,1.0
0.26158,0.00055746,-2.3299,-0.16755,1.4748,1808490.116,-0.93275,-1.4169,0.58869,0.23821,1.3358,-0.89509,7.1236,-1.4103,0.093596,1.8894,0.00048604,-0.043826,0.20464,-0.35124,0.0013226,0.014524,0.032925,0.036042,133.8029,-34006.6278,0.033701,-133.9032,0.017438,-48513.737,-1001057.246,14.3419,266.1531,0.01608,0.01561,245.3585,-127999.1251,-239592.031,-492404.2808,29.6224,250.6242,-2157689.337,-147.4548,254.5188,0.013081,-4626526.288,0.038479,255.7557,-74796.0222,0.016594,28.0692,1.0
0.52553,0.00035714,-1.5673,-1.2195,1.3163,1407739.664,-2.1408,-0.66124,-0.72739,0.18958,1.3083,-2.766,7.1448,-0.36281,0.041371,1.121,0.0003559,0.76468,0.48362,0.41545,-0.0017182,0.015936,0.071216,0.050271,133.8091,-34097.5832,0.033921,-127.8443,0.034192,-48620.8858,-1001512.877,26.1571,266.1865,0.024496,0.032582,245.3921,-128146.9982,-239772.9357,-492731.2839,35.301,250.676,-2158664.301,-136.4184,254.5808,0.020263,-4628605.724,0.071379,255.7893,-74915.8909,0.021878,34.7595,1.0
0.47859,0.00042108,-0.85522,-0.19145,1.3609,1514485.628,-2.0609,-1.7005,-0.62905,0.23215,1.3184,-2.8659,6.839,-0.76007,-0.020699,0.88384,0.00020386,-0.12565,0.36228,0.28742,-0.00014099,0.022035,0.05886,0.059331,133.7561,-33855.7387,0.055053,-155.2677,0.02848,-48313.8715,-997583.4768,11.8017,265.8997,0.027735,0.028525,245.1053,-127536.5348,-238757.0493,-490721.6684,20.4869,250.3608,-2150256.419,-150.9342,254.2364,0.026666,-4610691.697,0.06807,255.5025,-74501.0393,0.029402,8.3825,1.0
0.46367,0.00039354,-0.99822,-1.1189,1.3175,1755649.591,-1.6489,-1.0809,-0.84614,0.21034,1.3456,-2.8685,7.8064,-0.8491,0.005589,1.3158,-9.71e-05,0.65544,0.45199,0.43994,-0.0018111,0.019272,0.061955,0.045519,133.9762,-34376.0588,0.043288,-115.6466,0.030569,-49060.2594,-1014004.054,6.698,267.0925,0.022003,0.027774,246.2977,-129578.0849,-242647.2927,-498715.525,14.1079,251.6088,-2185391.002,-155.8229,255.5496,0.024502,-4685543.762,0.062196,256.695,-75676.1481,0.022256,47.17,1.0
0.33894,-0.00024136,-0.28135,0.95777,1.202,1392681.143,-0.97769,-0.9291,0.30073,0.19174,1.1741,-1.5143,6.2042,3.0118,0.94457,2.2783,0.00024475,-0.22637,0.33637,-1.1721,-0.00034055,0.017059,0.05081,0.044267,131.1571,-27435.4812,0.036005,-141.8357,0.022668,-39337.306,-822580.761,-3.7405,252.4618,0.022665,0.026591,231.6673,-104520.0324,-196134.6473,-403924.3327,-16.1346,236.0201,-1775578.226,-152.3059,238.9974,0.020382,-3811988.847,0.040777,242.0646,-60883.9172,0.032264,7.2437,1.0
0.36378,-0.00033205,-0.50076,1.3082,1.207,879686.3772,-1.5543,-1.0914,0.25784,0.21704,1.2076,-1.3072,6.1604,2.4326,1.6018,1.4776,-0.00041633,0.051654,0.34528,-1.1309,0.00032359,0.019033,0.047847,0.061303,131.2062,-27482.8506,0.039422,-132.4377,0.028214,-39422.2064,-825587.0793,-3.2276,252.7051,0.031362,0.02822,231.9106,-104843.2676,-196802.205,-405357.7536,-3.4342,236.2698,-1782018.513,-151.947,239.2492,0.022538,-3825724.743,0.050637,242.3078,-61045.9506,0.033201,16.3135,1.0
0.2939,0.00084911,0.12268,0.89254,1.1752,1711903.768,-0.60611,-0.41735,-0.24641,0.20755,1.1577,-0.89934,6.174,2.478,1.0568,1.8532,0.00060838,0.24901,0.34156,-1.3995,0.0027088,0.019189,0.054439,0.051833,131.1826,-27302.4983,0.036993,-133.1158,0.020182,-39201.8823,-824146.0826,-0.064578,252.6167,0.024406,0.027373,231.8221,-104620.3279,-196499.926,-404640.176,7.8783,236.1792,-1778931.277,-141.1819,239.1699,0.019416,-3819137.149,0.042788,242.2193,-60805.2056,0.027264,14.1127,1.0
0.19366,0.00015229,-1.8777,-0.10754,1.3471,1963317.664,-0.6406,-1.7245,-0.80738,0.14034,1.2013,-0.93161,6.6314,0.21885,0.94089,-0.91093,8.2e-05,0.23345,0.31897,-1.6668,0.0056347,0.012688,0.034737,0.03464,133.0346,-31844.622,0.028231,-109.1962,0.012737,-45527.6163,-945620.6762,19.5521,262.053,0.016442,0.016595,241.258,-120572.5237,-225975.2436,-464778.4523,0.49479,246.229,-2039049.057,-138.1525,249.8333,0.013835,-4373707.072,0.027512,251.6553,-70334.9794,0.017983,48.5896,1.0
0.2296,-0.00016176,-2.3194,-0.16709,1.2832,1681637.94,-0.83705,-1.4026,-0.49453,0.16014,1.2075,-1.2631,6.3306,0.71282,1.1586,-0.35698,-2e-05,0.34888,0.27492,-1.3346,-8.32e-05,0.013552,0.033758,0.035362,132.9739,-31730.9189,0.026912,-134.2365,0.013924,-45359.7357,-941363.2272,-12.7144,261.7327,0.015834,0.015368,240.9381,-120061.9749,-224979.1135,-462743.5046,-2.7838,245.9004,-2029936.362,-170.2405,249.4854,0.012204,-4354291.159,0.0291,251.3354,-70054.6387,0.018427,23.1333,1.0
0.22264,3.98e-05,-1.9649,0.55658,1.2487,958739.6816,-0.96199,-1.3013,-0.30811,0.16433,1.1916,-0.86042,6.8236,1.1409,2.0601,0.51507,0.00059111,1.6515,0.21844,-1.9135,-0.0010636,0.013325,0.028885,0.031773,132.3255,-30192.6263,0.025193,-152.0795,0.015666,-43188.4741,-897139.4304,-3.7551,258.3589,0.015638,0.01286,237.5645,-114342.6473,-214293.1507,-440924.0532,9.7209,242.3192,-1935260.626,-158.3488,245.6902,0.012005,-4152484.799,0.033009,247.9617,-66713.3367,0.017979,2.4555,1.0
0.1966,-6.17e-05,-1.2521,-0.97835,1.3351,1591809.952,-0.36339,-0.91532,0.22727,0.20534,1.1877,-0.080509,7.9687,1.6922,0.64764,1.1601,-0.00021991,-0.46978,0.19752,-0.92172,0.00031924,0.012934,0.024777,0.025082,131.6156,-28475.2979,0.027963,-140.9196,0.011717,-40797.8317,-851078.6128,-21.1914,254.7484,0.011645,0.01207,233.954,-108267.7748,-203071.012,-418098.7978,-35.0779,238.4687,-1836622.098,-171.9573,241.5921,0.010426,-3942173.461,0.02584,244.3512,-63102.1867,0.012058,9.9504,1.0
0.29767,-0.00037297,-1.1975,-0.51059,1.2429,1773427.872,-0.23248,-0.58975,-0.17728,0.25355,1.2348,-0.45494,7.4954,2.1007,0.041386,1.8336,-0.00012421,0.23645,0.1651,-0.80536,0.0020044,0.012372,0.026361,0.035017,131.7489,-28641.2894,0.025855,-116.3448,0.015102,-41068.5199,-859548.6502,14.5602,255.4203,0.016029,0.013315,234.6257,-109216.3525,-205001.4849,-422125.823,13.3396,239.1562,-1854762.771,-136.7928,242.3057,0.010871,-3980855.396,0.032474,245.023,-63591.3754,0.016504,35.0208,1.0
0.20522,-0.0002197,-0.59882,-0.27412,1.2641,1697246.251,-0.035821,-0.73648,0.21764,0.22869,1.2163,-0.86338,7.1845,1.3883,-0.070242,1.9399,0.0003844,-0.56854,0.17464,-0.6913,0.002412,0.015908,0.025052,0.024431,131.7136,-28630.625,0.029704,-133.0841,0.015182,-41032.6172,-857294.2405,-20.2148,255.2414,0.013468,0.01261,234.447,-108996.3109,-204512.3691,-421071.2847,-36.4151,238.9762,-1849934.595,-171.3111,242.125,0.013802,-3970560.742,0.029017,244.8442,-63498.49,0.015818,18.0435,1.0
0.27002,0.00030798,-0.97088,0.1916,1.2236,1846982.155,-0.73117,-1.2968,0.87351,0.22414,1.2937,0.16004,7.3457,0.60719,0.35866,4.4495,-0.00037524,0.25362,0.34647,-0.22947,0.0028396,0.01412,0.026011,0.034844,129.6217,-24286.772,0.032899,-125.2071,0.017378,-34905.8408,-733860.2365,-3.0483,245.0533,0.016413,0.01186,224.2588,-92979.4351,-174639.0484,-360087.3808,-27.2211,228.1357,-1585448.951,-144.2783,230.6205,0.014914,-3406354.176,0.038592,234.6561,-54105.5113,0.017599,15.8981,0.0
0.32939,0.00076069,-1.4739,-0.028117,1.2351,1927733.393,-0.70679,-1.8531,1.1255,0.22873,1.2698,0.82603,7.739,0.6217,0.31585,3.3823,2.69e-05,0.52568,0.25046,0.1216,-0.0048556,0.017862,0.037844,0.041281,129.5535,-24101.1176,0.040881,-159.4883,0.01994,-34659.1133,-730139.8893,-22.6963,244.7324,0.019959,0.016435,223.938,-92441.9452,-173705.1901,-358183.9999,-15.3174,227.782,-1577473.311,-163.6178,230.2444,0.017099,-3389333.611,0.048447,234.3352,-53760.0455,0.01924,-20.2697,0.0
0.21973,-0.00026984,-1.5497,-0.026241,1.3089,1903601.76,-0.78083,-2.0513,1.3477,0.22952,1.2525,0.54866,8.0524,-0.42008,-0.08083,3.231,-0.00039224,0.84198,0.26674,-0.078537,-0.0031485,0.017183,0.042641,0.040175,129.6313,-24216.3516,0.044588,-214.1747,0.015563,-34832.9019,-734381.9682,-76.564,245.0982,0.016947,0.018566,224.3038,-92951.4859,-174698.0885,-360261.1677,-58.6578,228.168,-1586567.567,-217.5697,230.6443,0.015584,-3408742.379,0.037962,234.701,-54041.6231,0.01972,-70.5372,0.0
0.25544,-0.00015994,0.11733,0.66478,1.249,1276763.162,-1.1783,-1.8295,1.1955,0.20137,1.1973,-2.1444,6.1566,1.4888,-0.72288,1.645,-0.00021722,0.6314,0.29251,0.33589,-0.0011575,0.02237,0.044882,0.036298,132.9078,-31487.2854,0.049206,-116.7447,0.019546,-45043.3502,-936754.5673,18.8588,261.385,0.015532,0.020545,240.5905,-119374.6509,-223798.1572,-460408.0423,11.2225,245.5214,-2020071.206,-138.4334,249.0706,0.021347,-4333265.632,0.041533,250.9877,-69612.8662,0.032461,40.5406,1.0
0.30855,0.00033809,0.44125,0.7017,1.244,1460030.485,-0.79585,-1.7016,1.4947,0.19813,1.168,-2.1828,6.5963,1.6693,-0.51333,1.2422,0.0004496,0.91142,0.28404,0.17337,0.0039805,0.0173,0.044364,0.052827,132.7647,-31284.4268,0.037945,-151.9882,0.024693,-44714.7409,-926863.7257,-8.2486,260.6358,0.02259,0.021963,239.8414,-118256.957,-221538.2783,-455671.5596,-14.9982,244.7497,-1998898.396,-164.9724,248.2739,0.016593,-4288138.712,0.052947,250.2386,-69030.0788,0.031805,4.717,1.0
0.35717,0.00028855,0.40652,0.85604,1.1822,1513461.689,-0.84253,-1.3643,0.61717,0.18701,1.2105,-2.1826,5.4023,1.9729,-0.92349,2.4622,0.0010098,-0.11376,0.33854,0.32189,-0.00083852,0.019266,0.055364,0.04383,132.9626,-31768.5836,0.047823,-150.1131,0.026072,-45397.2953,-940568.3241,-21.4134,261.6723,0.021773,0.02527,240.8778,-120037.8625,-224856.7243,-462455.8391,-23.2797,245.8534,-2028234.918,-179.234,249.442,0.021248,-4350666.326,0.057853,251.275,-70074.6572,0.023017,7.6892,1.0
0.20973,-6.07e-05,-1.105,0.41372,1.2608,1480076.099,-1.7452,0.1066,1.63,0.14743,1.1687,-1.6311,5.7835,-0.55052,-0.24595,-0.82164,-0.0003603,0.18249,0.21433,0.91163,0.00053989,0.013417,0.028896,0.033549,132.1285,-29528.3741,0.026367,-107.8369,0.017467,-42312.3533,-884118.8481,18.8153,257.3505,0.014894,0.01465,236.5559,-112431.8768,-210977.0803,-434285.7414,4.3881,241.2127,-1907380.163,-133.9248,244.4941,0.01629,-4093042.667,0.036157,246.9531,-65483.043,0.018334,45.1334,1.0
0.20898,-1.82e-06,-1.7584,0.39643,1.1995,1732399.611,-1.3311,0.40984,0.84039,0.15829,1.2236,-1.3847,5.7107,-0.66739,0.32972,0.50195,8.14e-05,-0.2491,0.24047,0.58702,0.0024574,0.013453,0.039601,0.03404,131.7487,-28823.6194,0.027603,-113.4938,0.015033,-41276.9494,-859536.2471,6.3969,255.4198,0.014675,0.017721,234.6251,-109422.9043,-205199.9489,-422375.4391,29.1124,239.1985,-1854736.168,-146.2652,242.3783,0.016709,-3980796.923,0.029558,245.0223,-63804.8998,0.017601,38.3814,1.0
0.25903,-0.00022701,-2.3924,0.62979,1.1833,1881948.313,-1.5268,0.20194,0.86544,0.20786,1.2033,-1.2457,4.8243,-0.040765,0.33659,1.2183,-0.00030448,0.49304,0.29404,-0.038323,-0.004841,0.014777,0.037294,0.034777,131.7619,-28919.4166,0.030627,-111.4539,0.01704,-41388.9544,-860377.5079,22.0435,255.4859,0.014918,0.018897,234.6913,-109592.6784,-205413.7735,-422795.5918,19.0767,239.2703,-1856537.892,-129.6804,242.4579,0.017715,-3984640.391,0.036622,245.0885,-63942.4539,0.014417,40.2863,1.0
0.16058,-0.00040067,-1.5097,-0.56134,1.386,1373008.773,-1.1294,-1.0117,0.55731,0.2037,1.3117,-1.9265,7.1586,-2.0774,-0.2308,1.8262,1.77e-05,-0.19453,0.21091,-1.0651,-0.0021901,0.013903,0.024592,0.026366,134.7086,-36580.1309,0.029232,-123.1707,0.010521,-52113.4027,-1070561.952,19.8754,271.1236,0.011557,0.011272,250.3289,-137167.0975,-256546.2262,-526990.5566,7.258,255.9411,-2306381.847,-147.492,260.1532,0.010404,-4943276.647,0.020871,260.7261,-80241.0177,0.012332,44.3215,0.0
0.22078,-0.00023813,-1.5285,-0.43546,1.3859,828774.2626,-0.8211,-1.369,0.53884,0.16572,1.3337,-1.6063,7.1293,-2.6784,0.1541,0.61015,-2.02e-05,0.1961,0.20942,-0.67434,-0.001019,0.0098182,0.02654,0.029036,134.4741,-35852.0301,0.021339,-234.5119,0.013727,-51106.074,-1052114.638,-65.981,269.8216,0.012921,0.011588,249.0272,-134686.8306,-252005.4182,-517745.6308,-5.6974,254.539,-2266923.107,-231.2057,258.6647,0.010666,-4859233.876,0.026309,259.4244,-78742.1041,0.01257,-68.0945,0.0
0.21111,-0.00017047,-1.7065,-0.63175,1.3577,946981.6285,-1.1802,-1.5283,0.61968,0.19611,1.3584,-1.9036,7.3782,-2.0154,-0.25844,1.5264,0.000291,-0.005001,0.18732,-0.73696,-0.0015955,0.011164,0.025699,0.026673,134.3405,-35414.5991,0.023762,-160.2188,0.013276,-50512.2748,-1041749.307,-11.107,269.0848,0.01288,0.012459,248.2904,-133260.4349,-249438.0432,-512568.0682,-11.8061,253.7479,-2244749.789,-176.101,257.8167,0.011087,-4812001.926,0.027123,258.6876,-77868.1163,0.016171,4.8402,0.0
0.23864,-9.91e-05,-0.33864,-0.17871,1.173,415627.5665,-0.50034,-2.4175,1.6465,0.15666,1.0783,1.143,5.5442,0.71367,-0.24014,0.86356,0.00063523,-0.30743,0.21167,-0.42117,-0.0013815,0.019735,0.028241,0.038738,129.9499,-25172.7218,0.037976,-74.2609,0.014043,-36094.6883,-752064.1152,39.0667,246.6338,0.020494,0.015656,225.8366,-95623.8817,-179273.7595,-369425.5698,36.7729,229.8819,-1624467.981,-102.9237,232.5049,0.015712,-3489584.863,0.027358,236.2342,-55784.5612,0.021712,69.0402,1.0
0.2642,0.00091151,-1.4757,0.22075,1.1755,710933.8815,-0.41206,-1.5643,0.90722,0.15277,1.0847,1.3776,5.1391,1.1648,0.13806,0.89626,0.00024966,-0.20905,0.23819,-0.28824,-0.0012132,0.016528,0.035633,0.043114,130.6987,-26472.1974,0.036005,-110.9167,0.016819,-37963.6862,-795044.1343,33.6152,250.3669,0.020757,0.01876,229.5714,-100878.2072,-189363.3276,-390190.0746,61.9013,233.7829,-1716580.81,-141.5181,236.6398,0.016347,-3686140.601,0.028311,239.9687,-58756.7614,0.02415,31.6565,1.0
0.19946,-0.00028885,-1.4022,0.17269,1.1944,882392.1628,-0.41042,-2.0162,1.215,0.14642,1.1159,1.3585,5.6255,0.4435,-0.49368,1.4028,0.00010814,-0.35021,0.2257,-0.0022452,-0.00015147,0.01553,0.028702,0.037821,129.8236,-24587.8032,0.030212,-180.2975,0.01457,-35355.3803,-744959.9725,-51.343,246.0107,0.019655,0.015182,225.2163,-94315.407,-177244.8087,-365481.617,-15.5005,229.1409,-1609243.41,-189.1779,231.6763,0.015452,-3457133.695,0.025103,235.6135,-54837.457,0.0208,-49.8224,1.0
0.23452,-8.81e-06,-1.2933,-0.62566,1.1847,1538385.116,-0.48779,0.77026,-0.23126,0.19121,1.1915,-0.097253,5.3087,3.2872,-0.10743,3.1431,-0.00013825,0.19678,0.30063,-0.27062,-0.0011813,0.014213,0.032156,0.039389,128.9701,-22913.9162,0.033155,-132.988,0.012629,-33016.2456,-699130.2434,-6.6268,242.0225,0.016317,0.01421,221.228,-88317.2844,-166115.4254,-342809.3639,9.3151,224.8861,-1510984.164,-144.5808,227.1443,0.016993,-3247414.541,0.027781,231.6252,-51293.5044,0.018269,4.9263,1.0
0.27603,0.00013283,-0.98622,-0.50906,1.1848,1394851.034,-0.6285,1.35,-0.2488,0.1954,1.185,-0.068151,5.1053,3.3834,-0.41634,2.7476,0.00060823,0.29965,0.26619,-0.51994,-0.0001981,0.0132,0.042234,0.042825,128.6558,-22042.4933,0.032917,-92.3352,0.020884,-31898.6249,-683001.972,23.8746,240.6799,0.021519,0.020326,219.8837,-86240.2922,-162376.8897,-334767.7562,33.4907,223.4566,-1476393.017,-113.6998,225.6961,0.017527,-3173534.488,0.041847,230.2812,-49816.889,0.023282,45.5543,1.0
0.25235,-0.00047721,-1.2354,-0.36523,1.1637,1918664.285,-0.80619,1.0724,-0.64118,0.208,1.1511,-0.30937,5.5186,2.236,-0.27401,1.5403,-7.37e-06,-0.062981,0.23783,-1.1151,-0.00097697,0.01439,0.03329,0.050205,129.0477,-23139.9808,0.031908,-134.4156,0.019892,-33307.6051,-703177.7519,-9.9351,242.3797,0.02073,0.016647,221.5853,-88935.3312,-167191.8256,-344875.3073,3.2649,225.2792,-1519663.676,-148.5109,227.5885,0.014442,-3265943.65,0.038855,231.9825,-51697.0208,0.019532,4.1009,1.0
0.16573,0.00026304,-0.31535,0.46937,1.2909,2101321.942,-0.86475,-1.1729,0.35572,0.16475,1.2163,-2.245,6.959,-0.41118,0.10117,-0.93302,-0.00013052,1.0477,0.23681,-1.1962,-0.0014574,0.0090738,0.023865,0.027789,132.8739,-31290.2814,0.020743,-98.5993,0.0089816,-44799.6619,-934406.7111,30.3445,261.2073,0.013934,0.011563,240.4126,-118942.0991,-223119.4744,-459131.8559,25.1486,245.3135,-2015044.969,-126.4166,248.8312,0.0085426,-4322551.224,0.019409,250.8099,-69301.6476,0.019809,58.3266,0.0
0.17183,0.00012266,-0.34235,0.6716,1.3243,1978929.961,-1.4408,-0.62519,0.85408,0.15038,1.1811,-2.3319,6.4201,-0.52782,-0.084705,-1.303,8.81e-05,1.1538,0.23561,-0.55156,0.00072078,0.0091795,0.029256,0.029649,132.6031,-30755.0686,0.02381,-124.3634,0.013564,-44007.1158,-915817.5875,11.6651,259.7946,0.013423,0.013219,239.0,-116655.404,-218729.2943,-450044.8615,7.7098,243.8277,-1975250.679,-143.9282,247.278,0.0089213,-4237730.668,0.030069,249.3972,-68020.577,0.014374,31.0529,0.0
0.1429,0.00034611,-0.095995,0.68825,1.3072,2163516.926,-1.0334,-1.2241,0.17898,0.18146,1.1928,-2.0933,7.0415,-0.76934,0.16284,-0.66072,-0.00033194,1.2977,0.19677,-1.159,0.00047443,0.011814,0.027519,0.035073,132.6079,-31072.4142,0.022871,-103.6348,0.0089873,-44366.0184,-916142.7468,43.4605,259.8198,0.017815,0.015265,239.0252,-117058.1734,-219113.0515,-450530.0368,32.9846,243.9076,-1975946.35,-112.7579,247.4145,0.0097493,-4239214.631,0.017325,249.4225,-68407.7312,0.019857,52.5263,0.0
0.31626,-6.26e-05,1.3287,0.2815,1.2437,1951695.152,-1.3812,-1.5221,0.52187,0.16851,1.3222,-3.6022,4.5512,0.88493,-0.1828,2.0174,0.0003357,-0.7264,0.27514,0.52619,0.001358,0.021141,0.039557,0.039003,133.1386,-32134.2963,0.045968,-158.1702,0.017765,-45933.8003,-952929.0448,-11.8218,262.6001,0.018517,0.020139,241.8057,-121562.1939,-227779.7771,-468496.5353,-26.837,246.8288,-2054692.484,-170.2394,250.4631,0.020757,-4407053.767,0.033692,252.2029,-70935.5636,0.023259,0.45382,1.0
0.23622,0.0001581,0.54982,1.3202,1.3925,2141647.595,-1.0678,-1.8619,0.66642,0.16736,1.3136,-3.7055,6.0567,0.87488,-0.49558,1.1776,-0.00017585,0.23724,0.26525,-0.28693,-0.00023619,0.013346,0.044513,0.042477,133.1043,-31769.0355,0.026923,-112.8846,0.018609,-45507.1892,-950513.2835,23.8865,262.4401,0.018956,0.019441,241.6455,-120904.2393,-227011.9419,-467122.4401,37.5983,246.6349,-2049520.78,-125.703,250.233,0.014219,-4396030.733,0.042601,252.0428,-70424.9578,0.028147,37.4059,1.0
0.2661,1.37e-05,0.62721,1.2783,1.265,1909509.807,-2.1007,-1.2624,0.38928,0.18218,1.3486,-3.1004,5.2957,0.83483,-0.011234,2.1153,-0.00024082,0.34432,0.27608,-0.68328,-0.00034177,0.015236,0.039713,0.046953,133.1938,-32276.6748,0.033329,-189.313,0.018835,-46135.8324,-956837.6028,-49.0844,262.8925,0.022922,0.018842,242.0981,-122088.0502,-228766.433,-470466.663,1.7765,247.1456,-2063058.159,-207.1188,250.8063,0.021476,-4424882.197,0.035947,252.4953,-71244.8038,0.024604,-30.3093,1.0
0.2109,7.27e-05,-0.59112,-0.24669,1.1469,1258088.093,-0.59511,-0.027748,1.0288,0.23103,1.2001,0.33247,5.8159,1.2779,1.0911,3.1265,-0.0002071,0.56106,0.23442,-1.5339,-0.00075264,0.014237,0.030631,0.031407,130.5241,-25912.0307,0.028794,-117.7213,0.015819,-37249.2701,-784785.9455,10.7504,249.3614,0.015937,0.015744,228.5669,-99406.489,-186821.1376,-385096.1058,-12.2067,232.6936,-1694599.676,-134.4958,235.4326,0.015293,-3639254.773,0.034431,238.9642,-57789.1623,0.015789,27.5417,1.0
0.25676,0.0012103,-0.21384,-0.79074,1.1903,1282253.903,-0.43847,-0.75247,0.10948,0.18142,1.203,0.096625,4.1112,1.7752,0.69768,3.5589,-0.0002087,0.80239,0.27207,-0.93349,0.0014218,0.018129,0.043498,0.051748,130.1885,-25324.2714,0.03867,-184.3439,0.017074,-36392.0304,-765446.2615,-53.0769,247.7442,0.024734,0.020621,226.9498,-96997.1257,-182224.588,-375624.7374,-32.1219,230.9876,-1653153.793,-196.8205,233.6385,0.019983,-3550830.126,0.031965,237.347,-56423.2766,0.021085,-39.9518,1.0
0.42371,0.00022526,-0.3353,-0.13305,1.1268,1349097.896,-0.31364,0.1682,0.32872,0.20426,1.2043,0.65623,6.167,0.92866,1.2559,3.5446,0.0002887,0.5311,0.32247,-1.4893,-0.00030686,0.014848,0.03055,0.036368,130.5794,-26125.2751,0.028441,-166.8263,0.018144,-37520.2097,-788016.7682,-51.3353,249.6293,0.016708,0.016134,228.8349,-99933.4861,-187692.5194,-386785.9445,-31.5637,232.9956,-1701523.063,-196.8456,235.7701,0.015471,-3654025.169,0.035924,239.2321,-58149.5486,0.018477,-21.2423,1.0
0.19811,-0.00022513,-1.3263,-0.30217,1.3196,1348991.009,-1.2588,-1.2931,0.6968,0.21212,1.3448,-0.69869,8.1209,-1.1539,-0.16504,3.4148,-4.72e-05,0.083575,0.24717,-0.74567,-0.0028852,0.012987,0.025552,0.037492,133.4895,-33130.2093,0.027345,-121.7505,0.015788,-47311.0624,-978064.1222,19.967,264.4675,0.016288,0.013015,243.6728,-124968.1548,-234010.7155,-481103.6281,29.848,248.8424,-2108486.532,-140.8509,252.6157,0.013794,-4521686.978,0.030108,254.0701,-72983.5638,0.018727,38.6749,0.0
0.16107,0.00021572,-1.3016,-0.052155,1.2296,1500515.426,-1.2138,-0.92419,0.36695,0.24448,1.3813,-1.8032,7.7931,-1.2628,-0.27633,4.0609,-0.00026904,-0.5242,0.25085,-1.0209,-0.00083333,0.010013,0.025475,0.031843,133.4786,-33075.895,0.020839,-193.4903,0.011937,-47235.5312,-977268.1897,-47.2193,264.4084,0.014453,0.011911,243.614,-124814.2867,-233751.2129,-480602.8497,-15.2515,248.7634,-2106783.381,-210.8441,252.5272,0.0108,-4518060.75,0.020721,254.0112,-72883.9074,0.011925,-33.6703,0.0
